muni_id,prevalencia,ci_l,ci_u,n,cv_pct,suprimir_privacidad
01_001,0.802731621640098,0.751443702728892,0.854019540551305,121,3.25978258007058,FALSE
01_002,0.716721899334667,0.417694737575055,1.01574906109428,10,21.2864820497891,FALSE
01_004,,,,,,TRUE
01_005,,,,,,TRUE
01_006,,,,,,TRUE
01_009,0.799516916921446,0.678667424670936,0.920366409171956,24,7.71189488358281,FALSE
02_001,0.579507941169547,0.464460843308492,0.694555039030602,18,10.1288515201776,FALSE
02_002,0.513593180247007,0.302269110049825,0.724917250444189,46,20.9929584948876,FALSE
02_003,,,,,,TRUE
02_004,0.797956657559792,0.654565620049882,0.941347695069701,65,9.1682539288313,FALSE
02_005,,,,,,TRUE
02_006,,,,,,TRUE
03_001,0.820972839753599,0.702777948211997,0.939167731295201,46,7.34537285189034,FALSE
03_002,0.566081485329404,0.100033410950802,1.03212955970801,13,42.0044880370247,FALSE
03_003,0.639885806371152,0.535462291052182,0.744309321690122,89,8.32606430767834,FALSE
03_008,0.545019734012009,0.423757722713276,0.666281745310742,56,11.3515840346132,FALSE
04_001,0.401131972474088,0.364697676953621,0.437566267994556,14,4.63411733831651,FALSE
04_002,0.63324955799919,0.513586976661216,0.752912139337164,89,9.64111804676722,FALSE
04_003,0.704605975880967,0.60704756961371,0.802164382148223,45,7.0641888912307,FALSE
04_004,0.413736074119365,0.336720053841151,0.490752094397579,17,9.49733183906788,FALSE
04_006,,,,,,TRUE
04_007,,,,,,TRUE
04_008,,,,,,TRUE
04_009,0.922845169489744,0.791567075061355,1.05412326391813,12,7.25783932350801,FALSE
04_011,,,,,,TRUE
04_012,,,,,,TRUE
05_002,0.556951117173307,0.544198211899176,0.569704022447439,13,1.16825052018198,FALSE
05_017,0.584201876091527,0.313557285578666,0.854846466604387,23,23.6363456542248,FALSE
05_018,,,,,,TRUE
05_024,0.741590715839581,0.450662753788308,1.03251867789086,10,20.0154385066139,FALSE
05_025,,,,,,TRUE
05_026,,,,,,TRUE
05_027,,,,,,TRUE
05_030,0.529398815985926,0.338282734692495,0.720514897279356,35,18.4186669477059,FALSE
05_033,,,,,,TRUE
05_035,0.635769127359711,0.482552790893212,0.78898546382621,37,12.2955955037718,FALSE
05_038,,,,,,TRUE
06_001,,,,,,TRUE
06_002,0.754291470130659,0.36235014953255,1.14623279072877,13,26.5109800983178,FALSE
06_003,0.744794263336729,0.434328056236328,1.05526047043713,16,21.267769351765,FALSE
06_004,,,,,,TRUE
06_005,,,,,,TRUE
06_007,0.749016708687732,0.562929009198562,0.935104408176902,32,12.6756456457886,FALSE
06_008,,,,,,TRUE
06_009,0.624375661045585,0.307554190788183,0.941197131302986,28,25.8888386205661,FALSE
06_010,0.396820603763407,0.0736369822803316,0.720004225246482,24,41.5526817997077,FALSE
07_008,,,,,,TRUE
07_013,,,,,,TRUE
07_019,,,,,,TRUE
07_020,,,,,,TRUE
07_022,,,,,,TRUE
07_027,,,,,,TRUE
07_031,,,,,,TRUE
07_039,0.658045185375784,0.658045185375784,0.658045185375784,11,8.60792436864092e-15,FALSE
07_040,,,,,,TRUE
07_046,,,,,,TRUE
07_051,,,,,,TRUE
07_052,,,,,,TRUE
07_057,,,,,,TRUE
07_058,,,,,,TRUE
07_061,,,,,,TRUE
07_076,,,,,,TRUE
07_078,,,,,,TRUE
07_083,,,,,,TRUE
07_087,,,,,,TRUE
07_089,,,,,,TRUE
07_094,,,,,,TRUE
07_099,0.441615491188711,0.406138637845029,0.477092344532393,14,4.09868669477786,FALSE
07_101,0.644222734223693,0.514121153560956,0.774324314886429,14,10.3036347453611,FALSE
07_103,,,,,,TRUE
07_107,,,,,,TRUE
07_108,,,,,,TRUE
07_115,,,,,,TRUE
08_002,0.721822422396924,0.721822422396924,0.721822422396924,13,0,FALSE
08_004,,,,,,TRUE
08_006,,,,,,TRUE
08_011,0.632278066459631,0.59549756933668,0.669058563582583,15,2.96792831383249,FALSE
08_013,,,,,,TRUE
08_017,,,,,,TRUE
08_019,0.624551545716288,0.452543171910531,0.796559919522045,57,14.0515822901443,FALSE
08_021,0.690112083147073,0.348377751977319,1.03184641431683,20,25.2646280009643,FALSE
08_023,,,,,,TRUE
08_025,,,,,,TRUE
08_031,,,,,,TRUE
08_032,,,,,,TRUE
08_036,0.923277000535341,0.923277000535341,0.923277000535341,10,6.13510699776846e-15,FALSE
08_037,0.712218082233338,0.55015622139687,0.874279943069806,69,11.609452910332,FALSE
08_050,0.64784119649513,0.533469276071461,0.762213116918799,21,9.00730316935931,FALSE
08_052,,,,,,TRUE
08_055,,,,,,TRUE
08_064,,,,,,TRUE
09_002,0.896924909570956,0.7204352645801,1.07341455456181,22,10.0393841534968,FALSE
09_003,0.852858823225897,0.639979269748791,1.065738376703,17,12.7350522879433,FALSE
09_004,,,,,,TRUE
09_005,0.61885111040022,0.357579881713529,0.880122339086912,72,21.5401806749478,FALSE
09_006,0.777873679569846,0.59048986772601,0.965257491413681,34,12.2904255723729,FALSE
09_007,0.832764856542039,0.736866613529272,0.928663099554806,138,5.87532898658579,FALSE
09_008,0.876462712497037,0.704570997502604,1.04835442749147,22,10.0061135902907,FALSE
09_009,0.88894524883659,0.683867863758616,1.09402263391456,15,11.770277084474,FALSE
09_010,0.72003084975351,0.563830763416263,0.876230936090758,40,11.068125987646,FALSE
09_011,0.941953997333365,0.863299362592052,1.02060863207468,21,4.26028402639084,FALSE
09_012,0.790996796777218,0.716277447653398,0.865716145901038,41,4.81950332229287,FALSE
09_013,0.471438291682328,0.311633650747668,0.631242932616988,28,17.294517969203,FALSE
09_014,,,,,,TRUE
09_015,0.872572228466756,0.705371978925096,1.03977247800842,16,9.77641127956243,FALSE
09_016,0.720563888759749,0.454763057127914,0.986364720391583,13,18.8203532421442,FALSE
09_017,0.491382734923233,0.350652801426927,0.632112668419538,36,14.6120287455611,FALSE
10_005,0.737501303437651,0.614061430689275,0.860941176186027,75,8.53958177685598,FALSE
10_006,0.923783469102217,0.923783469102217,0.923783469102217,13,1.22634867938653e-14,FALSE
10_007,0.635259959039455,0.535628047148448,0.734891870930461,46,8.00185929938315,FALSE
10_008,0.62908198468738,0.552023828656889,0.706140140717871,17,6.24964419373414,FALSE
10_012,0.734796929432697,0.403329793369474,1.06626406549592,29,23.0153228698314,FALSE
10_013,,,,,,TRUE
10_016,0.873387964763616,0.873387964763616,0.873387964763616,10,0,FALSE
10_021,,,,,,TRUE
10_022,,,,,,TRUE
10_028,,,,,,TRUE
10_032,,,,,,TRUE
10_033,0.684563484619329,0.684563484619329,0.684563484619329,12,8.27447463110437e-15,FALSE
10_038,,,,,,TRUE
10_039,,,,,,TRUE
11_001,,,,,,TRUE
11_002,0.780937033781626,0.682216143467903,0.879657924095348,12,6.44966226490358,FALSE
11_003,0.251662254891633,0.0755795570914032,0.427744952691863,14,35.6978884899728,FALSE
11_004,0.9256581402431,0.9256581402431,0.925658140243101,13,1.22386504058084e-14,FALSE
11_005,0.659407287077511,0.592136087848778,0.726678486306244,18,5.20498348978491,FALSE
11_007,0.590758731062228,0.453401678862743,0.728115783261712,55,11.8627326162742,FALSE
11_008,,,,,,TRUE
11_009,,,,,,TRUE
11_011,,,,,,TRUE
11_012,,,,,,TRUE
11_013,0.527642078103383,0.527642078103383,0.527642078103383,11,1.07353136187012e-14,FALSE
11_014,0.925202906619334,0.90910319728849,0.941302615950177,21,0.887820104641682,FALSE
11_015,0.740195925740798,0.591816321934099,0.888575529547497,29,10.2275460942923,FALSE
11_016,0.505231766645314,0.505231766645314,0.505231766645314,11,0,FALSE
11_017,0.723169595829854,0.574560731452238,0.871778460207469,60,10.4845183770823,FALSE
11_018,0.797210713298914,0.54243296907208,1.05198845752575,11,16.3054312799923,FALSE
11_019,0.417541867856086,0.417541867856086,0.417541867856086,11,0,FALSE
11_020,0.766355689822841,0.694536152858169,0.838175226787512,179,4.78141173699817,FALSE
11_022,0.619432420440213,0.103531741707654,1.13533309917277,11,42.4928730432528,FALSE
11_023,0.731907368988433,0.50770042205941,0.956114315917457,26,15.6292045005208,FALSE
11_025,0.633222230487722,0.152799813975614,1.11364464699983,12,38.7089186087968,FALSE
11_026,,,,,,TRUE
11_027,0.396781095115677,0.128681038955705,0.664881151275648,25,34.4738558924746,FALSE
11_028,,,,,,TRUE
11_029,,,,,,TRUE
11_030,0.627717276783959,0.50997306158635,0.745461491981568,20,9.57016500967346,FALSE
11_031,,,,,,TRUE
11_032,0.702127952538385,0.345175430803369,1.0590804742734,14,25.9380975903131,FALSE
11_033,0.422712205087574,0.323549385303785,0.521875024871362,13,11.9687283194036,FALSE
11_035,,,,,,TRUE
11_037,0.838776812691139,0.623998711657998,1.05355491372428,25,13.0643410898353,FALSE
11_039,0.827923638247206,0.827923638247206,0.827923638247206,11,1.36833952436849e-14,FALSE
11_041,0.616338356173819,0.400049276864291,0.832627435483347,17,17.9043815740016,FALSE
11_042,0.595704244238025,0.54750197546463,0.64390651301142,21,4.12838997036151,FALSE
11_043,,,,,,TRUE
11_044,0.560909854717701,0.486373785815523,0.63544592361988,15,6.77980717630349,FALSE
11_046,,,,,,TRUE
12_001,0.63478636900967,0.389730743777678,0.879841994241663,39,19.6961350029398,FALSE
12_007,,,,,,TRUE
12_011,,,,,,TRUE
12_012,,,,,,TRUE
12_014,,,,,,TRUE
12_027,0.759893646850533,0.615966382255625,0.90382091144544,13,9.66349411643238,FALSE
12_029,0.528774563577564,0.301964552851653,0.755584574303475,13,21.8844477776267,FALSE
12_031,,,,,,TRUE
12_032,,,,,,TRUE
12_035,0.543924714444753,0.121162289768536,0.966687139120971,11,39.6553252504638,FALSE
12_038,,,,,,TRUE
