muni_idx,prev_ESH,prev_AHA,diferencia_pp,cve_ent,cve_mun,nomgeo,suprimir_privacidad
2091,,,,29,035,Tocatlán,TRUE
2112,,,,30,079,Ixhuacán de los Reyes,TRUE
2113,,,,30,192,Vega de Alatorre,TRUE
2118,,,,30,206,Nanchital de Lázaro Cárdenas del Río,TRUE
2123,,,,30,141,San Andrés Tuxtla,TRUE
2127,,,,30,131,Poza Rica de Hidalgo,TRUE
2134,,,,30,069,Gutiérrez Zamora,TRUE
2155,,,,30,032,Catemaco,TRUE
2157,,,,30,039,Coatzacoalcos,TRUE
2163,,,,30,033,Cazones de Herrera,TRUE
2166,,,,30,028,Boca del Río,TRUE
2168,,,,30,026,Banderilla,TRUE
2169,,,,30,025,Ayahualulco,TRUE
2187,,,,30,008,Alpatláhuac,TRUE
2202,,,,30,048,Cosoleacaque,TRUE
2205,,,,30,087,Xalapa,TRUE
2214,,,,30,117,Omealca,TRUE
2222,,,,30,044,Córdoba,TRUE
2227,,,,30,105,Medellín de Bravo,TRUE
2229,,,,30,175,Tihuatlán,TRUE
2233,,,,30,196,Yanga,TRUE
2243,,,,30,201,Zongolica,TRUE
2250,,,,30,081,Ixhuatlancillo,TRUE
2277,,,,30,118,Orizaba,TRUE
2280,0.688805370544688,0.429982047506345,-25.8823323038344,30,123,Pánuco,FALSE
2281,,,,30,124,Papantla,TRUE
2288,,,,30,134,Puente Nacional,TRUE
2291,,,,30,102,Martínez de la Torre,TRUE
2298,,,,30,177,Tlacolulan,TRUE
2299,,,,30,193,Veracruz,TRUE
2303,,,,30,151,Tamiahua,TRUE
2307,,,,30,155,Tantoyuca,TRUE
2311,,,,30,159,Tehuipango,TRUE
2314,0.522183171632,0.275308194560785,-24.6874977071215,30,167,Tepetzintla,FALSE
2318,,,,31,101,Umán,TRUE
2333,,,,31,102,Valladolid,TRUE
2335,,,,31,069,Sotuta,TRUE
2348,0.50348278876207,0.358172725758407,-14.5310063003663,31,050,Mérida,FALSE
2349,,,,31,023,Chocholá,TRUE
2363,,,,31,089,Ticul,TRUE
2365,,,,31,068,Sinanché,TRUE
2374,,,,31,098,Tzucacab,TRUE
2376,,,,31,052,Motul,TRUE
2378,,,,31,056,Oxkutzcab,TRUE
2383,,,,31,040,Izamal,TRUE
2385,,,,31,104,Yaxcabá,TRUE
2387,,,,31,048,Maxcanú,TRUE
2404,,,,31,079,Tekax,TRUE
2408,,,,31,029,Dzilam González,TRUE
2409,,,,31,041,Kanasín,TRUE
2410,,,,31,038,Hunucmá,TRUE
2414,,,,31,092,Tixcacalcupul,TRUE
2422,,,,32,019,Jalpa,TRUE
2425,,,,32,036,Ojocaliente,TRUE
2426,,,,32,035,Noria de Ángeles,TRUE
2428,,,,32,040,Sain Alto,TRUE
2430,,,,32,020,Jerez,TRUE
2431,0.592308748243356,0.337944612686359,-25.4364135556997,32,010,Fresnillo,FALSE
2433,,,,32,005,Calera,TRUE
2436,,,,32,051,Villa de Cos,TRUE
2439,,,,32,048,Tlaltenango de Sánchez Román,TRUE
2441,,,,32,025,Luis Moya,TRUE
2451,0.700833358857448,0.565017801097983,-13.5815557759465,32,017,Guadalupe,FALSE
2455,0.729828012076241,0.485782039053443,-24.4045973022798,32,056,Zacatecas,FALSE
2463,0.680059746137885,0.352244413930095,-32.7815332207789,32,052,Villa García,FALSE
2464,,,,32,024,Loreto,TRUE
2466,,,,32,029,Miguel Auza,TRUE
2467,,,,32,053,Villa González Ortega,TRUE
2468,,,,32,023,Juchipila,TRUE
2469,,,,32,039,Río Grande,TRUE
2471,,,,32,031,Monte Escobedo,TRUE
2473,,,,32,008,Cuauhtémoc,TRUE
