"muni_idx","prev_ESH","prev_AHA","diferencia_pp","cve_ent","cve_mun","nomgeo"
998,0.47419328937845,0.302043189947527,-17.2150099430922,"19","006","Apodaca"
1007,0.701107041965454,0.34964268530616,-35.1464356659294,"19","033","Linares"
1031,0.653836138524693,0.504997333629274,-14.8838804895419,"20","134","San Felipe Jalapa de Díaz"
1056,0.76396117241447,0.614061927564569,-14.9899244849901,"20","545","Teotitlán de Flores Magón"
1062,0.723315909527702,0.493677511906375,-22.9638397621327,"20","184","San Juan Bautista Tuxtepec"
1077,0.457473122581739,0.228397657080488,-22.9075465501251,"20","272","San Miguel Panixtlahuaca"
1086,0.565765333344083,0.355760807059686,-21.0004526284396,"20","318","San Pedro Mixtepec"
1113,0.642037896435787,0.410066080037075,-23.1971816398712,"20","500","Santiago Yosondúa"
1117,0.568389184731796,0.405684546245064,-16.2704638486732,"20","499","Santiago Yolomécatl"
1126,0.831804317176881,0.490786305011509,-34.1018012165372,"20","057","Matías Romero Avendaño"
1139,0.809584251257485,0.587454599468849,-22.2129651788636,"20","075","Reforma de Pineda"
1175,0.722453668354829,0.429886511598369,-29.2567156756461,"20","030","El Espinal"
1188,0.532803871960409,0.363763546553177,-16.9040325407232,"20","025","Chahuites"
1192,0.541898727820423,0.355481416008489,-18.6417311811933,"20","515","Santo Domingo Tehuantepec"
1193,0.662128562817978,0.371983599172887,-29.0144963645092,"20","516","Santo Domingo Teojomulco"
1224,0.660522055604161,0.277343429004334,-38.3178626599827,"20","076","La Reforma"
1232,0.767568243842173,0.503283350427072,-26.4284893415101,"20","082","San Agustín Chayuco"
1248,0.723030145643769,0.476904258221843,-24.6125887421926,"20","107","San Antonio de la Cal"
1276,0.497578712376214,0.339156955061234,-15.842175731498,"20","130","San Dionisio del Mar"
1346,0.671509937375831,0.513173891595724,-15.8336045780108,"20","498","Santiago Yaveo"
1349,0.276415415433884,0.156065173501015,-12.035024193287,"20","016","Coicoyán de las Flores"
1356,0.672427534368431,0.383082049456629,-28.9345484911802,"20","235","San Luis Amatlán"
1374,0.552970089042695,0.415375283162169,-13.7594805880525,"20","258","San Miguel Achiutla"
1433,0.538124607428901,0.293454793053641,-24.466981437526,"20","339","San Pedro y San Pablo Teposcolula"
1474,0.445316856411714,0.293059105370557,-15.2257751041157,"20","390","Santa Lucía del Camino"
1475,0.759557551102237,0.477870125319068,-28.1687425783169,"20","408","Santa María del Rosario"
1483,0.704408246430521,0.388204213693576,-31.6204032736945,"20","397","Heroica Ciudad de Tlaxiaco"
1500,0.435856600285983,0.256905451703409,-17.8951148582573,"20","002","Acatlán de Pérez Figueroa"
1512,0.726126462874737,0.403640864849582,-32.2485598025155,"20","385","Santa Cruz Xoxocotlán"
1515,0.731440198034074,0.47924019358252,-25.2200004451554,"20","023","Cuilápam de Guerrero"
1517,0.72388206102752,0.469129744730422,-25.4752316297098,"20","310","San Pedro Ixtlahuaca"
1520,0.677215045286323,0.436916625580763,-24.0298419705559,"20","324","San Pedro Pochutla"
1531,0.888240954431054,0.352772052479859,-53.5468901951195,"20","021","Cosolapa"
1565,0.747094108270326,0.367270629148258,-37.9823479122068,"20","028","Heroica Ciudad de Ejutla de Crespo"
1566,0.723544047748723,0.245421986935292,-47.8122060813431,"20","039","Heroica Ciudad de Huajuapan de León"
1569,0.787764753716442,0.457769912391943,-32.9994841324499,"20","067","Oaxaca de Juárez"
1592,0.736206433340943,0.487725571869386,-24.8480861471558,"21","197","Xicotepec"
1598,0.581093499409847,0.412923729673065,-16.8169769736782,"21","199","Xiutetelco"
1602,0.610628473727303,0.289630458194646,-32.0998015532657,"21","132","San Martín Texmelucan"
1608,0.59868509088326,0.405081915125361,-19.3603175757899,"21","102","Nealtican"
1620,0.684652191815728,0.258936183654949,-42.5716008160779,"21","147","Santa Inés Ahuatempan"
1623,0.652110661111521,0.32682540648793,-32.5285254623591,"21","066","Guadalupe"
1626,0.734237054731016,0.372303305105074,-36.1933749625941,"21","065","General Felipe Ángeles"
1629,0.565073783255843,0.335036384375243,-23.00373988806,"21","148","Santa Isabel Cholula"
1632,0.432615336935412,0.263974915469414,-16.8640421465998,"21","207","Zacapoaxtla"
1640,0.659491997846971,0.517434670431847,-14.2057327415124,"21","055","Chila"
1654,0.528804141142695,0.305654632169516,-22.3149508973178,"21","034","Coronango"
1666,0.482940100353121,0.309199248925786,-17.3740851427335,"21","177","Tlacotepec de Benito Juárez"
1678,0.528295565342877,0.246407569093101,-28.1887996249776,"21","085","Izúcar de Matamoros"
1695,0.746891785667857,0.37269772226104,-37.4194063406816,"21","156","Tehuacán"
1722,0.700455976573846,0.446808984765563,-25.3646991808283,"21","019","Atlixco"
1732,0.628430096680758,0.361912908234254,-26.6517188446504,"21","119","San Andrés Cholula"
1735,0.691353169833396,0.451660144043149,-23.9693025790247,"21","126","San Jerónimo Tecuanipan"
1751,0.636392352337353,0.503108970577368,-13.3283381759984,"21","140","San Pedro Cholula"
1756,0.593759989623214,0.325402047709748,-26.8357941913466,"21","115","Quecholac"
1757,0.609508187869464,0.426319986422494,-18.318820144697,"21","114","Puebla"
1758,0.68935385029992,0.502484007389127,-18.6869842910793,"21","144","San Salvador Huixcolotla"
1763,0.621368657938544,0.315521965359504,-30.584669257904,"21","010","Ajalpan"
1774,0.690121777291708,0.401762807973845,-28.8358969317863,"21","212","Zautla"
1780,0.684439319678882,0.395820221122001,-28.8619098556881,"21","164","Tepeaca"
1785,0.552736870094499,0.37254506539514,-18.0191804699359,"21","043","Cuetzalan del Progreso"
1792,0.790607613754182,0.562130406698708,-22.8477207055473,"21","041","Cuautlancingo"
1798,0.42285416501091,0.244764625082459,-17.8089539928451,"21","076","Hueytamalco"
1800,0.674713313574422,0.382173568006626,-29.2539745567796,"21","071","Huauchinango"
1803,0.63200640754784,0.380703147190398,-25.1303260357442,"22","002","Pinal de Amoles"
1805,0.82688994023626,0.310655689292217,-51.6234250944043,"22","006","Corregidora"
1807,0.548029928277359,0.332388441520319,-21.564148675704,"22","011","El Marqués"
1808,0.558460605422362,0.354372880180958,-20.4087725241404,"22","012","Pedro Escobedo"
1810,0.527003068776014,0.330179030692311,-19.6824038083703,"22","016","San Juan del Río"
1812,0.6989850871471,0.51024186174389,-18.874322540321,"22","018","Tolimán"
1814,0.667340342060333,0.276867431556556,-39.0472910503777,"22","001","Amealco de Bonfil"
1815,0.776948618007493,0.50212568449251,-27.4822933514983,"22","014","Querétaro"
1817,0.677506695089656,0.237091666890211,-44.0415028199446,"22","004","Cadereyta de Montes"
1819,0.758513952051753,0.449245933656454,-30.9268018395299,"22","008","Huimilpan"
1821,0.425192022434831,0.311192489930388,-11.3999532504443,"23","001","Cozumel"
1823,0.778355257802354,0.548417824510155,-22.9937433292199,"23","002","Felipe Carrillo Puerto"
1824,0.544449097788796,0.31284192784971,-23.1607169939086,"23","005","Benito Juárez"
1825,0.631546052837635,0.437936845026836,-19.3609207810798,"23","004","Othón P. Blanco"
1827,0.724340832653915,0.374261380638604,-35.0079452015311,"23","008","Solidaridad"
1829,0.68826499771437,0.294903143894345,-39.3361853820025,"23","007","Lázaro Cárdenas"
1830,0.440296672651241,0.239787651111891,-20.050902153935,"23","006","José María Morelos"
1831,0.59221504245419,0.363157656286624,-22.9057386167567,"23","009","Tulum"
1832,0.641110438779358,0.349812222137448,-29.129821664191,"24","050","Villa de Reyes"
1833,0.692209546963811,0.529189660003743,-16.3019886960067,"24","052","Villa Juárez"
1834,0.837638785606351,0.623644557388747,-21.3994228217604,"24","053","Axtla de Terrazas"
1839,0.801397451326299,0.609737510647972,-19.1659940678327,"24","013","Ciudad Valles"
1846,0.85487626964524,0.549599803247705,-30.5276466397535,"24","008","Cerritos"
1848,0.690543419284671,0.512898909750484,-17.7644509534187,"24","035","Soledad de Graciano Sánchez"
1853,0.555035680315708,0.383576102885074,-17.1459577430634,"24","037","Tamazunchale"
1856,0.751209083898891,0.3653637902628,-38.5845293636091,"24","028","San Luis Potosí"
1865,0.550645942237645,0.250315323771724,-30.0330618465921,"24","021","Mexquitic de Carmona"
1869,0.456098103529597,0.321902336486925,-13.4195767042673,"24","033","Santo Domingo"
1876,0.627847340174216,0.444278534711122,-18.3568805463094,"24","025","Salinas"
1882,0.566329618825427,0.391781546397927,-17.4548072427501,"24","003","Aquismón"
1887,0.707749049155448,0.448789462997876,-25.8959586157572,"24","020","Matehuala"
1890,0.54896754022352,0.282413256558997,-26.6554283664524,"24","049","Villa de Ramos"
1891,0.781609725030748,0.433196230146934,-34.8413494883814,"25","010","El Fuerte"
1892,0.61763082296982,0.297433374787732,-32.0197448182088,"25","008","Elota"
1894,0.675442918888114,0.573829036974094,-10.161388191402,"25","018","Navolato"
1897,0.773214689221858,0.504504602153098,-26.871008706876,"25","001","Ahome"
1898,0.711981633989958,0.590351622508076,-12.1630011481882,"25","002","Angostura"
1901,0.625840018863341,0.494145610365394,-13.1694408497946,"25","009","Escuinapa"
1902,0.600778125729658,0.4239769531972,-17.6801172532458,"25","004","Concordia"
1903,0.520343829798612,0.344217121821868,-17.6126707976745,"25","005","Cosalá"
1904,0.591121019772194,0.378468465218557,-21.2652554553637,"25","012","Mazatlán"
1905,0.800252402495331,0.572390830533107,-22.7861571962224,"25","007","Choix"
1907,0.657343975872025,0.403163350789465,-25.4180625082561,"25","015","Salvador Alvarado"
1908,0.641470578714875,0.407185063868839,-23.4285514846037,"25","006","Culiacán"
1909,0.633675077278978,0.40367777028177,-22.9997306997209,"25","017","Sinaloa"
1910,0.66899435543781,0.426146516887005,-24.2847838550805,"25","011","Guasave"
1913,0.542494727911877,0.342131381325341,-20.0363346586536,"26","033","Huatabampo"
1924,0.699835693702485,0.533612867532256,-16.6222826170229,"26","041","Nacozari de García"
1925,0.694659723241376,0.381151703602648,-31.3508019638727,"26","043","Nogales"
1928,0.711398341239679,0.439756890457713,-27.1641450781966,"26","014","Baviácora"
1932,0.549999152419338,0.371216999015911,-17.8782153403427,"26","029","Guaymas"
1933,0.543313690820825,0.352450633104824,-19.0863057716001,"26","002","Agua Prieta"
1935,0.657374556043355,0.370457936032133,-28.6916620011222,"26","055","San Luis Río Colorado"
1940,0.570784515062297,0.436795557124391,-13.3988957937906,"26","030","Hermosillo"
1942,0.842268944343903,0.731640672569659,-11.0628271774244,"26","025","Empalme"
1946,0.662508470430798,0.436025633058232,-22.6482837372565,"26","035","Imuris"
1955,0.511965580441003,0.344892655713164,-16.7072924727838,"26","048","Puerto Peñasco"
1966,0.714545597191014,0.471544411268689,-24.3001185922325,"26","018","Cajeme"
1967,0.522931808533871,0.413688948939959,-10.9242859593913,"26","047","Pitiquito"
1968,0.443516717168126,0.190110813665521,-25.3405903502605,"26","019","Cananea"
1971,0.385385694497925,0.247517445242897,-13.7868249255028,"26","042","Navojoa"
1983,0.532833875541676,0.351427036486705,-18.1406839054971,"27","006","Cunduacán"
1984,0.525686184810752,0.38041554055111,-14.5270644259642,"27","001","Balancán"
1985,0.653656077709218,0.331272915270772,-32.2383162438445,"27","016","Teapa"
1988,0.553317976498845,0.395537828629267,-15.7780147869577,"27","012","Macuspana"
1989,0.631627408274588,0.442630801112191,-18.8996607162397,"27","002","Cárdenas"
1991,0.701310301708484,0.55774540429383,-14.3564897414653,"27","004","Centro"
1992,0.702505862878449,0.445581250678743,-25.6924612199706,"27","005","Comalcalco"
1993,0.772982877502869,0.464755061202833,-30.8227816300036,"27","007","Emiliano Zapata"
1994,0.748455441549178,0.583697181106721,-16.4758260442457,"27","008","Huimanguillo"
1995,0.598305625890654,0.346545370159152,-25.1760255731501,"27","009","Jalapa"
1996,0.45783078752304,0.271510158491131,-18.6320629031908,"27","010","Jalpa de Méndez"
1997,0.746545485415378,0.408494598728667,-33.8050886686711,"27","011","Jonuta"
1998,0.604272324416812,0.314601195780659,-28.9671128636153,"27","013","Nacajuca"
1999,0.37571242837906,0.159924867596232,-21.5787560782828,"27","017","Tenosique"
2000,0.531643626041848,0.311433207951829,-22.021041809002,"28","003","Altamira"
2001,0.435165695933891,0.28587623995053,-14.9289455983361,"28","041","Victoria"
2010,0.687367144324553,0.445463154305769,-24.1903990018784,"28","038","Tampico"
2012,0.789340294301759,0.631387392516181,-15.7952901785579,"28","007","Camargo"
2014,0.653983753633174,0.408747303717677,-24.5236449915497,"28","032","Reynosa"
2015,0.337232680655966,0.208170110615371,-12.9062570040596,"28","033","Río Bravo"
2016,0.675600382657519,0.568194693922317,-10.7405688735202,"28","029","Ocampo"
2020,0.621888958554586,0.449596394091563,-17.2292564463023,"28","022","Matamoros"
2023,0.729493307303509,0.52276834391661,-20.6724963386899,"28","021","El Mante"
2026,0.553268214926042,0.384250960519735,-16.9017254406307,"28","027","Nuevo Laredo"
2030,0.633895055916784,0.464522069891267,-16.9372986025517,"28","016","Hidalgo"
2032,0.460549048099044,0.306911279160823,-15.3637768938221,"28","017","Jaumave"
2038,0.808893282270992,0.476237408131658,-33.2655874139334,"28","009","Ciudad Madero"
2042,0.624359606230315,0.395016460351282,-22.9343145879033,"28","018","Jiménez"
2043,0.822515341664045,0.645123378619124,-17.7391963044921,"29","019","Tepetitla de Lardizábal"
2046,0.828660407380521,0.542173864386465,-28.6486542994055,"29","033","Tlaxcala"
2048,0.6943354190208,0.314501801912921,-37.9833617107879,"29","004","Atltzayanca"
2051,0.594488663996898,0.395957069793326,-19.8531594203572,"29","044","Zacatelco"
2056,0.661014350586369,0.456483098910089,-20.4531251676281,"29","025","San Pablo del Monte"
2057,0.648015423053447,0.394816926953895,-25.3198496099552,"29","058","Santa Catarina Ayometla"
2058,0.497225571733068,0.361919506882368,-13.53060648507,"29","014","Hueyotlipan"
2059,0.685846947899347,0.41101798863215,-27.4828959267198,"29","028","Teolocholco"
2062,0.646507722877398,0.474606383897904,-17.1901338979494,"29","015","Ixtacuixtla de Mariano Matamoros"
2066,0.630616141056729,0.318372584850599,-31.224355620613,"29","041","Papalotla de Xicohténcatl"
2067,0.654447204515166,0.507033246970164,-14.7413957545003,"29","038","Tzompantepec"
2068,0.595021512785567,0.425266446018346,-16.9755066767221,"29","023","Natívitas"
2072,0.572778198377093,0.388082280509712,-18.4695917867381,"29","001","Amaxac de Guerrero"
2073,0.702722253713499,0.370761757283069,-33.196049643043,"29","006","Calpulalpan"
2076,0.589511861819088,0.418067579666088,-17.1444282153,"29","043","Yauhquemehcan"
2077,0.687671663388775,0.369945087169959,-31.7726576218815,"29","013","Huamantla"
2078,0.661829254122052,0.467218542075622,-19.461071204643,"29","002","Apetatitlán de Antonio Carvajal"
2079,0.756222596475097,0.486727605908241,-26.9494990566856,"29","005","Apizaco"
2080,0.597384579287518,0.252519167753839,-34.4865411533679,"29","018","Contla de Juan Cuamatzi"
2081,0.773844049107261,0.245605269914587,-52.8238779192674,"29","003","Atlangatepec"
2084,0.855105732182768,0.277700193340448,-57.740553884232,"29","010","Chiautempan"
2085,0.568645080775514,0.288924497789102,-27.9720582986412,"29","007","El Carmen Tequexquitla"
2088,0.747103978128896,0.481312747303262,-26.5791230825634,"29","031","Tetla de la Solidaridad"
2089,0.69848328893832,0.539779351258197,-15.8703937680122,"29","032","Tetlatlahuca"
2091,0.70398651057383,0.437770406289224,-26.6216104284606,"29","035","Tocatlán"
2096,0.535071922584202,0.419994240694443,-11.5077681889759,"29","027","Tenancingo"
2100,0.816470290710094,0.329117292242947,-48.7352998467147,"29","048","La Magdalena Tlaltelulco"
2101,0.584762351263463,0.415398011357269,-16.9364339906194,"29","039","Xaloztoc"
2112,0.508135412700098,0.358153450005652,-14.9981962694446,"30","079","Ixhuacán de los Reyes"
2113,0.672367263878818,0.378728736535374,-29.3638527343444,"30","192","Vega de Alatorre"
2118,0.800944042441341,0.339771565727989,-46.1172476713352,"30","206","Nanchital de Lázaro Cárdenas del Río"
2123,0.485934410413506,0.22905706136173,-25.6877349051776,"30","141","San Andrés Tuxtla"
2127,0.716360811463924,0.467618836741403,-24.8741974722521,"30","131","Poza Rica de Hidalgo"
2134,0.530489536820877,0.377843645385212,-15.2645891435665,"30","069","Gutiérrez Zamora"
2155,0.475278064332837,0.307146986125968,-16.8131078206869,"30","032","Catemaco"
2157,0.472831932982132,0.289212824977007,-18.3619108005125,"30","039","Coatzacoalcos"
2163,0.434924929531995,0.242046887569689,-19.2878041962306,"30","033","Cazones de Herrera"
2166,0.844006598135946,0.731212059441883,-11.2794538694063,"30","028","Boca del Río"
2168,0.626367360109477,0.435296889793939,-19.1070470315537,"30","026","Banderilla"
2169,0.570604958508728,0.375947160127736,-19.4657798380992,"30","025","Ayahualulco"
2187,0.637098645433714,0.321953522981401,-31.5145122452313,"30","008","Alpatláhuac"
2202,0.756664212692627,0.540463583288294,-21.6200629404333,"30","048","Cosoleacaque"
2205,0.768516637741493,0.373438588018731,-39.5078049722762,"30","087","Xalapa"
2214,0.60036981174412,0.373191577024444,-22.7178234719676,"30","117","Omealca"
2222,0.55066807194356,0.341963423231387,-20.8704648712173,"30","044","Córdoba"
2227,0.765439590195994,0.417284297784303,-34.8155292411691,"30","105","Medellín de Bravo"
2229,0.710477137778407,0.333357568050578,-37.7119569727828,"30","175","Tihuatlán"
2233,0.783352985933871,0.534520026682434,-24.8832959251437,"30","196","Yanga"
2243,0.556136574281308,0.383890947332509,-17.2245626948799,"30","201","Zongolica"
2250,0.813410789963,0.499391140275667,-31.4019649687333,"30","081","Ixhuatlancillo"
2277,0.713222394616413,0.579478367904925,-13.3744026711488,"30","118","Orizaba"
2280,0.76807755421052,0.616664776578602,-15.1412777631918,"30","123","Pánuco"
2281,0.64757777690687,0.470423265723715,-17.7154511183155,"30","124","Papantla"
2288,0.65139271989565,0.464620781619158,-18.6771938276491,"30","134","Puente Nacional"
2291,0.764134682720664,0.43532758564988,-32.8807097070784,"30","102","Martínez de la Torre"
2298,0.690118886983564,0.478718750643725,-21.1400136339839,"30","177","Tlacolulan"
2299,0.719067911017521,0.352004481320813,-36.7063429696709,"30","193","Veracruz"
2303,0.7821040958991,0.643364747680516,-13.8739348218584,"30","151","Tamiahua"
2307,0.517859827052487,0.29564909392871,-22.2210733123778,"30","155","Tantoyuca"
2311,0.529454492247641,0.291094798807709,-23.8359693439932,"30","159","Tehuipango"
2314,0.687819773797427,0.467184327731928,-22.0635446065499,"30","167","Tepetzintla"
2318,0.60604819629828,0.430069463592001,-17.5978732706278,"31","101","Umán"
2333,0.636933483938468,0.37795235954259,-25.8981124395879,"31","102","Valladolid"
2335,0.745604664689165,0.434793256198116,-31.081140849105,"31","069","Sotuta"
2348,0.724912696997005,0.474661946634765,-25.0250750362241,"31","050","Mérida"
2349,0.663914083999782,0.449734242305609,-21.4179841694172,"31","023","Chocholá"
2363,0.685099734032883,0.434311323995061,-25.0788410037823,"31","089","Ticul"
2365,0.684031516216022,0.432758467724272,-25.1273048491751,"31","068","Sinanché"
2374,0.51658064329211,0.317843768201517,-19.8736875090593,"31","098","Tzucacab"
2376,0.345221047109306,0.288721665465687,-5.64993816436186,"31","052","Motul"
2378,0.57561505522183,0.346923825267013,-22.8691229954817,"31","056","Oxkutzcab"
2383,0.409664594856232,0.222161779735908,-18.7502815120325,"31","040","Izamal"
2385,0.468123517295614,0.27002164832944,-19.8101868966174,"31","104","Yaxcabá"
2387,0.495861810146842,0.235100319966058,-26.0761490180784,"31","048","Maxcanú"
2388,0.443276405459966,0.262154616936923,-18.1121788523044,"31","096","Tizimín"
2404,0.612903950989432,0.337649717807842,-27.5254233181589,"31","079","Tekax"
2408,0.466812353241204,0.307165214891008,-15.9647138350196,"31","029","Dzilam González"
2409,0.471581711992911,0.282690827640183,-18.8890884352728,"31","041","Kanasín"
2410,0.446458668994163,0.320301904847816,-12.6156764146347,"31","038","Hunucmá"
2414,0.540727677674882,0.298644757033082,-24.20829206418,"31","092","Tixcacalcupul"
2422,0.845078287586643,0.633828746898075,-21.1249540688569,"32","019","Jalpa"
2425,0.447672078076502,0.301948861818981,-14.5723216257521,"32","036","Ojocaliente"
2426,0.586348137408973,0.411502470656576,-17.4845666752397,"32","035","Noria de Ángeles"
2428,0.646145627919248,0.368493908787542,-27.7651719131705,"32","040","Sain Alto"
2430,0.723689130628123,0.504474375200971,-21.9214755427152,"32","020","Jerez"
2431,0.617853454086656,0.296472881062546,-32.138057302411,"32","010","Fresnillo"
2433,0.698962588063103,0.483643395942942,-21.5319192120161,"32","005","Calera"
2436,0.681562463444865,0.483067992413011,-19.8494471031855,"32","051","Villa de Cos"
2439,0.671586756240294,0.472523978989607,-19.9062777250687,"32","048","Tlaltenango de Sánchez Román"
2441,0.745268238612844,0.450411210550176,-29.4857028062668,"32","025","Luis Moya"
2451,0.628816380030436,0.377530294662496,-25.128608536794,"32","017","Guadalupe"
2455,0.77043483506583,0.570453691544596,-19.9981143521234,"32","056","Zacatecas"
2463,0.656130959992693,0.501136261267788,-15.4994698724905,"32","052","Villa García"
2464,0.500861620232028,0.369560240211117,-13.1301380020911,"32","024","Loreto"
2466,0.67531492337995,0.362894334590974,-31.2420588788977,"32","029","Miguel Auza"
2467,0.61824696114428,0.432880693273805,-18.5366267870475,"32","053","Villa González Ortega"
2468,0.684791353393535,0.500363048757335,-18.44283046362,"32","023","Juchipila"
2469,0.567539979067699,0.328990785644757,-23.8549193422942,"32","039","Río Grande"
2471,0.810510197274084,0.424865329623897,-38.5644867650188,"32","031","Monte Escobedo"
2473,0.679094400812199,0.521266525241551,-15.7827875570648,"32","008","Cuauhtémoc"
