muni_idx,obs,pred_bym2,pred_naive,pred_naive_global,n,n_efectivo,vecinos_retenidos,estrato_vecinos,suprimir_privacidad
1,,,,,,,,,TRUE
3,0.802731621640099,0.676387883956185,0.666904247078131,0.659216888047456,121,21.1445000174801,0,0,FALSE
4,,,,,,,,,TRUE
6,,,,,,,,,TRUE
9,0.716721899334667,0.587179406942722,0.666904247078131,0.659216888047456,10,9.13482298446056,0,0,FALSE
10,0.799516916921446,0.610846194355978,0.666904247078131,0.659216888047456,24,19.2926056580378,0,0,FALSE
12,,,,,,,,,TRUE
13,0.797956657559792,0.632789468996639,0.653522401840937,0.659216888047456,65,16.7034993803107,0,0,FALSE
14,0.579507941169547,0.639641918838721,0.653522401840937,0.659216888047456,18,14.3468987725832,0,0,FALSE
15,,,,,,,,,TRUE
17,0.513593180247007,0.557927166282632,0.653522401840937,0.659216888047456,46,27.7038869401198,0,0,FALSE
18,,,,,,,,,TRUE
19,0.566081485329404,0.532997610442436,0.653522401840937,0.659216888047456,13,9.54264541867261,0,0,FALSE
21,0.545019734012009,0.607626235238671,0.653522401840937,0.659216888047456,56,44.9216025376183,0,0,FALSE
22,0.639885806371152,0.634839498721073,0.653522401840937,0.659216888047456,89,27.2249739143876,0,0,FALSE
23,0.820972839753599,0.59456441842686,0.653522401840937,0.659216888047456,46,34.0423391536406,0,0,FALSE
24,0.704605975880967,0.565060597624931,0.664998035401861,0.659216888047456,45,11.2746653830502,1,1-2,FALSE
25,,,,,,,,,TRUE
28,0.413736074119365,0.576425676612949,0.664998035401861,0.659216888047456,17,11.6020795244114,0,0,FALSE
29,,,,,,,,,TRUE
30,,,,,,,,,TRUE
31,0.63324955799919,0.634492965904543,0.664998035401861,0.659216888047456,89,60.8770362750232,0,0,FALSE
32,,,,,,,,,TRUE
33,0.401131972474088,0.661210490248944,0.664998035401861,0.659216888047456,14,12.2289864718968,0,0,FALSE
35,0.922845169489744,0.605884392090944,0.664998035401861,0.659216888047456,12,5.88463705350733,0,0,FALSE
36,,,,,,,,,TRUE
38,0.584201876091527,0.542523967777386,0.653522401840937,0.659216888047456,23,12.2540075355179,1,1-2,FALSE
39,,,,,,,,,TRUE
41,0.635769127359711,0.656068984556648,0.666904247078131,0.659216888047456,37,17.6094859784196,3,3+,FALSE
45,0.741590715839581,0.619241656434955,0.653522401840937,0.659216888047456,10,7.80152418679072,1,1-2,FALSE
46,,,,,,,,,TRUE
47,,,,,,,,,TRUE
48,,,,,,,,,TRUE
50,0.529398815985926,0.629493856675296,0.666904247078131,0.659216888047456,35,21.2816201670008,2,1-2,FALSE
54,0.556951117173307,0.585732024171195,0.653522401840937,0.659216888047456,13,9.71001201411379,0,0,FALSE
56,,,,,,,,,TRUE
70,,,,,,,,,TRUE
76,0.754291470130659,0.683940425448552,0.666404961427443,0.659216888047456,13,9.72670149900561,3,3+,FALSE
77,,,,,,,,,TRUE
78,,,,,,,,,TRUE
79,,,,,,,,,TRUE
80,,,,,,,,,TRUE
81,0.396820603763407,0.702067558427917,0.666404961427443,0.659216888047456,24,11.4888962277053,4,3+,FALSE
82,0.744794263336729,0.626303187571939,0.664998035401861,0.659216888047456,16,9.10116019900089,1,1-2,FALSE
