muni_id,prevalencia,ci_l,ci_u,n,cv_pct,suprimir_privacidad
01_001,0.561411398467686,0.48893302560751,0.633889771327863,162,6.58674935426763,FALSE
01_002,0.60624912430372,0.37760145550147,0.834896793105971,12,19.2424152385672,FALSE
01_004,,,,,,TRUE
01_005,,,,,,TRUE
01_006,0.203870271664623,-0.0179376460717045,0.425678189400951,14,55.5094688614925,FALSE
01_009,0.425380704157065,0.203352717700865,0.647408690613265,31,26.6301653600174,FALSE
02_001,0.272788617548703,0.165079849851989,0.380497385245416,34,20.1450681484814,FALSE
02_002,0.307772535465625,0.202636868232713,0.412908202698538,72,17.4286657730041,FALSE
02_003,0.485065424212349,0.485065424212349,0.485065424212349,12,1.16776065745377e-14,FALSE
02_004,0.578554885539868,0.3699990136127,0.787110757467036,101,18.3916962357698,FALSE
02_005,,,,,,TRUE
02_006,0.0986330621647931,0.098633062164793,0.0986330621647931,10,7.17863141240502e-15,FALSE
03_001,0.522661733279609,0.357102011176895,0.688221455382322,64,16.1613603201334,FALSE
03_002,0.356627203000663,0.0404729259832291,0.672781480018096,22,45.2302015109081,FALSE
03_003,0.371884680236003,0.271225394192551,0.472543966279455,129,13.8098666933541,FALSE
03_008,0.339437987824449,0.193528816283614,0.485347159365283,90,21.9313858607581,FALSE
04_001,0.145596042761116,0.0814062646340582,0.209785820888174,30,22.4936654722499,FALSE
04_002,0.459390118624442,0.338173183194256,0.580607054054628,120,13.4624957551693,FALSE
04_003,0.528034727411878,0.465906900904688,0.590162553919067,65,6.00298976968771,FALSE
04_004,0.155326406254294,0.0978702365863454,0.212782575922243,38,18.8727551138815,FALSE
04_006,,,,,,TRUE
04_007,,,,,,TRUE
04_008,0.0979249715081045,0.0979249715081045,0.0979249715081045,12,7.23053974337159e-15,FALSE
04_009,0.342607623529863,0.297603801193615,0.38761144586611,28,6.70187475936971,FALSE
04_011,0.370307878260261,0.370307878260261,0.370307878260261,12,7.64823477895598e-15,FALSE
04_012,,,,,,TRUE
05_002,0.378640886651735,0.360582696727483,0.396699076575987,19,2.43327187608382,FALSE
05_017,0.354146735935826,0.169978035202824,0.538315436668828,39,26.5323983785035,FALSE
05_018,0.321757595894851,0.0619528919550758,0.581562299834627,10,41.1966716772568,FALSE
05_024,0.51052347946383,0.307890555172809,0.713156403754851,14,20.2506151440904,FALSE
05_025,,,,,,TRUE
05_026,,,,,,TRUE
05_027,0.543263934101227,0.543263934101227,0.543263934101227,12,0,FALSE
05_030,0.361111735407362,0.224663220204542,0.497560250610183,53,19.2784068096433,FALSE
05_033,0.263561606214156,0.263561606214156,0.263561606214156,12,0,FALSE
05_035,0.328829391780916,0.224292234874558,0.433366548687273,66,16.2197435718981,FALSE
05_038,0.107597620337116,0.107597620337116,0.107597620337116,14,6.58053957085179e-15,FALSE
06_001,,,,,,TRUE
06_002,0.28386803971389,0.155211229669096,0.412524849758685,26,23.123853492225,FALSE
06_003,0.59633018957158,0.20314183390461,0.98951854523855,22,33.6401388727008,FALSE
06_004,,,,,,TRUE
06_005,,,,,,TRUE
06_007,0.30821606127874,0.198645565655148,0.417786556902331,55,18.1377030975399,FALSE
06_008,,,,,,TRUE
06_009,0.374457312542967,0.168120827661874,0.580793797424059,43,28.1136763123001,FALSE
06_010,0.291922109506449,0.0913143934222172,0.492529825590681,36,35.0610221768483,FALSE
07_008,0,0,0,11,NA,FALSE
07_013,,,,,,TRUE
07_015,,,,,,TRUE
07_019,0.352274445169679,0.352274445169679,0.352274445169679,10,8.03975886490246e-15,FALSE
07_020,,,,,,TRUE
07_022,,,,,,TRUE
07_027,,,,,,TRUE
07_031,0.74776180003941,0.74776180003941,0.74776180003941,10,0,FALSE
07_039,0.260144136597441,0.260144136597441,0.260144136597441,20,1.08870475824493e-14,FALSE
07_040,0.301202256887667,0.301202256887667,0.301202256887667,14,0,FALSE
07_046,,,,,,TRUE
07_051,0.318309448359555,0.0984206448010054,0.538198251918104,11,35.2450000020632,FALSE
07_052,0.19887049661566,0.19887049661566,0.19887049661566,15,7.12071836101732e-15,FALSE
07_057,0.0542381352673068,0.0542381352673067,0.0542381352673068,10,6.52723766099564e-15,FALSE
07_058,,,,,,TRUE
07_061,,,,,,TRUE
07_076,,,,,,TRUE
07_078,0.5825493741216,0.254793081871892,0.910305666371307,10,28.7053090287382,FALSE
07_083,,,,,,TRUE
07_087,,,,,,TRUE
07_089,0.281609812739528,0.281609812739528,0.281609812739528,12,0,FALSE
07_094,,,,,,TRUE
07_099,0.274367120481307,0.170604508070117,0.378129732892497,19,19.2953544434137,FALSE
07_101,0.60234511402416,0.412683450244914,0.792006777803406,15,16.0649024515089,FALSE
07_103,0.451661352730016,0.451661352730016,0.451661352730016,12,6.27063080848649e-15,FALSE
07_107,0.173103050224516,0.173103050224516,0.173103050224516,15,8.18068078453309e-15,FALSE
07_108,,,,,,TRUE
07_115,,,,,,TRUE
08_002,0.638331298160685,0.638331298160685,0.638331298160685,15,8.87376696581336e-15,FALSE
08_004,,,,,,TRUE
