muni_idx,obs,pred_bym2,pred_naive,pred_naive_global,n,n_efectivo,vecinos_retenidos,estrato_vecinos,suprimir_privacidad
1,,,,,,,,,TRUE
3,0.561411398467686,0.406035212740674,0.423854148578541,0.419234165399452,162,28.6661532042599,0,0,FALSE
4,,,,,,,,,TRUE
6,0.203870271664623,0.326913407164238,0.423854148578541,0.419234165399452,14,8.26428809505715,0,0,FALSE
9,0.60624912430372,0.384905990357415,0.423854148578541,0.419234165399452,12,11.0822131578962,0,0,FALSE
10,0.425380704157065,0.393410728215695,0.423854148578541,0.419234165399452,31,16.2708777781177,0,0,FALSE
12,0.485065424212349,0.36143758456342,0.415299573011121,0.419234165399452,12,8.97099406387503,0,0,FALSE
13,0.578554885539868,0.426363386136867,0.415299573011121,0.419234165399452,101,27.074814482906,0,0,FALSE
14,0.272788617548703,0.390686434326296,0.415299573011121,0.419234165399452,34,26.0913144496674,0,0,FALSE
15,0.0986330621647931,0.324651834154439,0.415299573011121,0.419234165399452,10,6.83052561477923,0,0,FALSE
17,0.307772535465625,0.351470885901814,0.415299573011121,0.419234165399452,72,47.8241396154871,0,0,FALSE
18,,,,,,,,,TRUE
19,0.356627203000663,0.322846882722134,0.415299573011121,0.419234165399452,22,16.0301320565374,0,0,FALSE
21,0.339437987824449,0.39013027850426,0.415299573011121,0.419234165399452,90,68.7094297282855,0,0,FALSE
22,0.371884680236003,0.410244802551471,0.415299573011121,0.419234165399452,129,26.4611786206605,0,0,FALSE
23,0.522661733279609,0.389494163750134,0.415299573011121,0.419234165399452,64,44.8510104886812,0,0,FALSE
24,0.528034727411878,0.362456395655526,0.420867476712811,0.419234165399452,65,15.116237187779,1,1-2,FALSE
25,,,,,,,,,TRUE
28,0.155326406254294,0.338631131955022,0.420867476712811,0.419234165399452,38,26.0588120608404,0,0,FALSE
29,0.370307878260261,0.499333606477526,0.420867476712811,0.419234165399452,12,8.98663840792043,0,0,FALSE
30,,,,,,,,,TRUE
31,0.459390118624442,0.42610546613782,0.420867476712811,0.419234165399452,120,82.1633815066508,0,0,FALSE
32,,,,,,,,,TRUE
33,0.145596042761116,0.380866825903033,0.420867476712811,0.419234165399452,30,21.4829174574089,0,0,FALSE
35,0.342607623529863,0.328795918944346,0.420867476712811,0.419234165399452,28,14.8531250383375,0,0,FALSE
36,0.0979249715081045,0.374617733713711,0.420867476712811,0.419234165399452,12,10.4602407495483,0,0,FALSE
38,0.354146735935826,0.334537660722995,0.423854148578541,0.419234165399452,39,23.3030073739896,0,0,FALSE
39,0.321757595894851,0.441484351575686,0.423854148578541,0.419234165399452,10,6.59719858491236,0,0,FALSE
41,0.328829391780916,0.4476634038279,0.423854148578541,0.419234165399452,66,32.716204300158,0,0,FALSE
45,0.51052347946383,0.401215535897237,0.423854148578541,0.419234165399452,14,11.0481740678203,0,0,FALSE
46,,,,,,,,,TRUE
47,0.543263934101227,0.220857102865108,0.423854148578541,0.419234165399452,12,10.4522056633614,0,0,FALSE
48,,,,,,,,,TRUE
50,0.361111735407362,0.378604017329696,0.423854148578541,0.419234165399452,53,34.4759271829643,0,0,FALSE
54,0.378640886651735,0.359144924234723,0.423854148578541,0.419234165399452,19,12.293835541945,0,0,FALSE
56,0.263561606214156,0.428713703393249,0.423854148578541,0.419234165399452,12,8.80450301619129,0,0,FALSE
70,0.107597620337116,0.309531992425334,0.423854148578541,0.419234165399452,14,12.0586534853215,0,0,FALSE
76,0.28386803971389,0.326684697061434,0.415299573011121,0.419234165399452,26,18.4482750428806,1,1-2,FALSE
77,,,,,,,,,TRUE
78,,,,,,,,,TRUE
79,,,,,,,,,TRUE
80,,,,,,,,,TRUE
81,0.291922109506449,0.460224222675075,0.415299573011121,0.419234165399452,36,17.3673089469846,0,0,FALSE
82,0.59633018957158,0.414702897506867,0.415299573011121,0.419234165399452,22,12.7852960109843,0,0,FALSE
83,0.30821606127874,0.384325376640759,0.415299573011121,0.419234165399452,55,25.5781784845596,0,0,FALSE
84,0.374457312542967,0.395627930377697,0.420867476712811,0.419234165399452,43,30.1040922384737,3,3+,FALSE
85,0.352274445169679,0.435714158947995,0.423001359724664,0.419234165399452,10,8.51528331084903,0,0,FALSE
87,,,,,,,,,TRUE
91,,,,,,,,,TRUE
92,0.173103050224516,0.413309001261952,0.423001359724664,0.419234165399452,15,12.351340834852,0,0,FALSE
95,0.451661352730016,0.326381502322245,0.423001359724664,0.419234165399452,12,8.00742459164581,0,0,FALSE
97,0.60234511402416,0.426841400203961,0.423001359724664,0.419234165399452,15,10.7911126643663,0,0,FALSE
101,0.0542381352673068,0.461235455251424,0.423001359724664,0.419234165399452,10,8.78804212478791,0,0,FALSE
105,,,,,,,,,TRUE
109,0.318309448359554,0.359215219697254,0.423001359724664,0.419234165399452,11,7.68223323029711,0,0,FALSE
113,,,,,,,,,TRUE
127,0.19887049661566,0.260968918149194,0.423001359724664,0.419234165399452,15,11.8476698265691,0,0,FALSE
129,,,,,,,,,TRUE
131,0.281609812739528,0.399063311516329,0.423001359724664,0.419234165399452,12,10.3474126330329,0,0,FALSE
133,,,,,,,,,TRUE
135,,,,,,,,,TRUE
146,0,0.246121109458718,0.423001359724664,0.419234165399452,11,8.33734206798519,0,0,FALSE
148,0.74776180003941,0.45944834661762,0.423001359724664,0.419234165399452,10,8.47986966785937,0,0,FALSE
154,,,,,,,,,TRUE
156,0.301202256887667,0.327520012239659,0.423001359724664,0.419234165399452,14,12.4817959160063,0,0,FALSE
158,0.260144136597441,0.26165795365459,0.423001359724664,0.419234165399452,20,15.9674013978446,0,0,FALSE
159,0.274367120481307,0.32439191661749,0.423001359724664,0.419234165399452,19,14.2593005324693,0,0,FALSE
179,,,,,,,,,TRUE
182,,,,,,,,,TRUE
184,,,,,,,,,TRUE
188,0.5825493741216,0.481136540038413,0.423001359724664,0.419234165399452,10,7.67318977295633,0,0,FALSE
191,,,,,,,,,TRUE
