"muni_idx","diferencia_pp","dif_q025","dif_q975","prev_ESH","fuente_ESH","priv_ESH","prev_AHA","fuente_AHA","priv_AHA","ambos_directos","suprimir_privacidad","cve_ent","cve_mun","nomgeo"
2144,-23.2440765356706,-52.4200771761706,8.44155131179243,0.633273556414437,"sintetico_postestratificado",FALSE,0.400832791057731,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","146","Sochiapa"
2145,-25.4124883005069,-52.9122875148753,4.22191208045943,0.636546329841067,"sintetico_postestratificado",FALSE,0.382421446835998,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","145","Soconusco"
2146,-24.8432952403424,-51.8340955718649,5.56944477023871,0.625706377131065,"sintetico_postestratificado",FALSE,0.377273424727641,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","004","Actopan"
2147,-24.6251565307744,-50.4925407869924,5.1078252081095,0.568168118780228,"sintetico_postestratificado",FALSE,0.321916553472484,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","070","Hidalgotitlán"
2148,-24.3364072920443,-50.6937807221335,2.50361351418199,0.612211746355121,"sintetico_postestratificado",FALSE,0.368847673434678,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","068","Fortín"
2149,-25.3530609854276,-52.187974757563,4.80296876327455,0.638313552462348,"sintetico_postestratificado",FALSE,0.384782942608071,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","067","Filomeno Mata"
2150,-26.5721432827295,-51.9267207652576,1.8299000619466,0.60779935443247,"sintetico_postestratificado",FALSE,0.342077921605175,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","066","Espinal"
2151,-23.3479581314322,-49.3309393454339,6.56259555369364,0.57752499069701,"sintetico_postestratificado",FALSE,0.344045409382688,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","065","Emiliano Zapata"
2152,-25.0388206598109,-52.5128202762815,7.87897244630646,0.600554751396799,"sintetico_postestratificado",FALSE,0.35016654479869,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","064","Chumatlán"
2153,-25.1883661742297,-51.2914398315815,5.47561304610065,0.618073511751679,"sintetico_postestratificado",FALSE,0.366189850009382,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","173","Tezonapa"
2154,-23.9874170655884,-51.9541355667584,6.63125786500119,0.617337666384905,"sintetico_postestratificado",FALSE,0.377463495729021,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","209","Tatahuicapan de Juárez"
2155,-21.24756315102,-44.2958671597703,4.98118804652357,0.490991367009024,"muestra_directa",TRUE,0.278515735498823,"muestra_directa",TRUE,TRUE,TRUE,"30","032","Catemaco"
2156,-25.5757642982746,-51.6266025135961,2.71916561316485,0.603343558914811,"sintetico_postestratificado",FALSE,0.347585915932065,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","040","Coatzintla"
2157,-27.917621545474,-54.9063946450819,3.76353935663518,0.590259890515743,"muestra_directa",TRUE,0.311083675061003,"muestra_directa",TRUE,TRUE,TRUE,"30","039","Coatzacoalcos"
2158,-23.884155343635,-48.0408898117252,6.84544652781334,0.604436384495568,"sintetico_postestratificado",FALSE,0.365594831059219,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","038","Coatepec"
