"muni_id","clues_total","clues_publico","pob_adulta","clues_por_10k","clues_publico_por_10k"
"20149",1,1,1155,8.65800865800866,8.65800865800866
"20161",3,3,1834,16.3576881134133,16.3576881134133
"20159",6,6,3084,19.4552529182879,19.4552529182879
"20437",5,5,5750,8.69565217391304,8.69565217391304
"20441",4,2,5153,7.76246846497186,3.88123423248593
"20446",5,5,3954,12.6454223571067,12.6454223571067
"20447",9,8,10354,8.69229283368746,7.7264825188333
"20469",17,15,19533,8.70322019147084,7.67931193365074
"20511",4,4,1893,21.1304807184363,21.1304807184363
"20513",4,3,5540,7.22021660649819,5.41516245487365
"20278",17,16,23195,7.32916576848459,6.89803837033844
"20457",3,3,2156,13.9146567717996,13.9146567717996
"20163",2,2,959,20.8550573514077,20.8550573514077
"20166",4,4,7442,5.37489922063961,5.37489922063961
"20506",1,1,562,17.7935943060498,17.7935943060498
"20482",35,25,35036,9.98972485443544,7.13551775316817
"20508",1,1,1150,8.69565217391304,8.69565217391304
"20205",10,10,10232,9.77326035965598,9.77326035965598
"20271",2,2,1711,11.6890707188778,11.6890707188778
