"muni_idx","obs","pred_bym2","pred_naive","n","vecinos_retenidos","estrato_vecinos"
342,0.655172413793103,0.451054227262837,0.448588448588449,29,5,"3+"
343,0.529411764705882,0.422759962642271,0.448588448588449,17,0,"0"
345,0.482758620689655,0.427105200388211,0.448588448588449,29,4,"3+"
347,0.402173913043478,0.445698738806338,0.448588448588449,92,5,"3+"
348,0.302325581395349,0.441748843130953,0.448588448588449,43,7,"3+"
349,0.5,0.367982740984172,0.448588448588449,4,5,"3+"
350,1,0.632322461483541,0.448588448588449,2,4,"3+"
351,0.461538461538462,0.442109145938705,0.448588448588449,13,3,"3+"
352,0.4,0.476490154008571,0.448588448588449,20,4,"3+"
353,0.4,0.344965577596465,0.448588448588449,5,6,"3+"
354,0.375,0.457342654845585,0.448588448588449,16,3,"3+"
355,1,0.23528196881775,0.448588448588449,2,3,"3+"
356,0.304347826086957,0.481790391441398,0.448588448588449,23,4,"3+"
357,0.375,0.416654884038149,0.448588448588449,16,6,"3+"
359,0.439024390243902,0.473023204952161,0.448588448588449,41,3,"3+"
360,0.56,0.474169803207669,0.448588448588449,25,4,"3+"
361,0.25,0.298399074102007,0.448588448588449,8,2,"1-2"
363,0.380952380952381,0.419643581325934,0.448588448588449,21,3,"3+"
364,0.4,0.405236686820618,0.448588448588449,10,3,"3+"
365,0.333333333333333,0.392845504596472,0.448588448588449,15,5,"3+"
366,0.32,0.430926040139491,0.448588448588449,25,6,"3+"
367,0.6875,0.479138842048833,0.448588448588449,16,4,"3+"
368,0.481481481481481,0.465451414166817,0.448588448588449,27,4,"3+"
370,1,0.751794010686316,0.448588448588449,1,2,"1-2"
371,0.538461538461538,0.469564874949003,0.448588448588449,13,4,"3+"
373,0.575,0.428667693620775,0.448588448588449,40,6,"3+"
374,0.461538461538462,0.458676125412092,0.448588448588449,13,2,"1-2"
375,0.482352941176471,0.468324623615465,0.448588448588449,85,3,"3+"
376,0.473684210526316,0.371773331750235,0.448588448588449,19,4,"3+"
378,0.333333333333333,0.481644659856141,0.448588448588449,3,2,"1-2"
385,1,0.559298208466677,0.448588448588449,1,2,"1-2"
388,0.428571428571429,0.359599495713853,0.448588448588449,14,2,"1-2"
389,0.6,0.354298495859855,0.448588448588449,10,1,"1-2"
392,0.2,0.409065075617734,0.448588448588449,10,2,"1-2"
393,0.615384615384615,0.365114256184493,0.448588448588449,13,2,"1-2"
395,0.444444444444444,0.405409867948315,0.448588448588449,18,3,"3+"
398,0.636363636363636,0.489102376177006,0.448588448588449,11,4,"3+"
399,0.538461538461538,0.434931943795863,0.448588448588449,13,0,"0"
