"paso","n_municipios","waic_reina","waic_torre","delta_waic","phi_reina","phi_torre","delta_phi","vecinos_mediana_reina","vecinos_mediana_torre"
"TRAT",576,3913.21217347598,3913.45017242902,0.237998953039096,0.809924720213115,0.808301499250236,-0.00162322096287892,6,6
