"muni_idx","prev_ESH","prev_AHA","diferencia_pp","cve_ent","cve_mun","nomgeo"
404,0.635708159011894,0.468067267772711,-16.7640891239184,"12","001","Acapulco de Juárez"
412,0.738998682748743,0.589313822448188,-14.9684860300555,"12","042","Mártir de Cuilapan"
415,0.642647364954233,0.467138288985064,-17.5509075969169,"12","075","Eduardo Neri"
423,0.483683357957924,0.289431511605633,-19.4251846352291,"12","062","Tlacoachistlahuaca"
427,0.656938620111368,0.430650185562448,-22.6288434548921,"12","027","Cutzamala de Pinzón"
435,0.645599968108007,0.385357188712529,-26.0242779395478,"12","061","Tixtla de Guerrero"
437,0.627366729955603,0.468429163876633,-15.893756607897,"12","056","Tecoanapa"
440,0.655043899110852,0.441957672399402,-21.3086226711449,"12","035","Iguala de la Independencia"
450,0.494930743313497,0.291902055728212,-20.3028687585285,"12","051","Quechultenango"
455,0.741807704284786,0.565691101219708,-17.6116603065078,"12","014","Benito Juárez"
463,0.661544461005755,0.426619134148244,-23.4925326857512,"13","010","Atitalaquia"
466,0.610543994592711,0.397027937712224,-21.3516056880487,"13","080","Yahualica"
468,0.563763610695494,0.375747765088706,-18.8015845606788,"13","041","Mixquiahuala de Juárez"
474,0.62911192180749,0.431130737418566,-19.7981184388924,"13","018","Chapulhuacán"
475,0.663491946401484,0.410721307707485,-25.2770638693999,"13","035","Metepec"
477,0.506021191247465,0.267468773130127,-23.8552418117338,"13","037","Metztitlán"
482,0.618509748043912,0.374403287898868,-24.4106460145044,"13","024","Huasca de Ocampo"
488,0.640124499660387,0.442856419387579,-19.7268080272808,"13","008","Apan"
491,0.633334386289976,0.44878829539085,-18.4546090899126,"13","069","Tizayuca"
492,0.600573647896552,0.390031683906834,-21.0541963989717,"13","076","Tula de Allende"
495,0.660364921480496,0.463972195308746,-19.6392726171749,"13","051","Mineral de la Reforma"
498,0.62559580017543,0.357121087886405,-26.8474712289025,"13","029","Huichapan"
501,0.611667216872431,0.446905538867943,-16.4761678004488,"13","054","San Salvador"
503,0.57282650081517,0.300118877755336,-27.2707623059834,"13","006","Alfajayucan"
