"muni_idx","diferencia_pp","dif_q025","dif_q975","prev_ESH","fuente_ESH","priv_ESH","prev_AHA","fuente_AHA","priv_AHA","ambos_directos","suprimir_privacidad","cve_ent","cve_mun","nomgeo"
2068,-22.7008019726865,-36.9899493404733,-7.71748572829428,0.659937516086105,"muestra_directa",TRUE,0.43292949635924,"muestra_directa",TRUE,TRUE,TRUE,"29","023","Natívitas"
2069,-24.4371546533528,-38.1099277857998,-10.5571430938931,0.634552419935879,"sintetico_postestratificado",FALSE,0.390180873402351,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","020","Sanctórum de Lázaro Cárdenas"
2070,-25.2905417635086,-42.4922291172706,-8.91737611902325,0.648515289849182,"sintetico_postestratificado",FALSE,0.395609872214096,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","017","Mazatecochco de José María Morelos"
2071,-23.8982482249751,-39.4403048667466,-8.51118310289239,0.66474591679798,"sintetico_postestratificado",FALSE,0.42576343454823,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","022","Acuamanala de Miguel Hidalgo"
2072,-25.1981266092277,-38.5234801244437,-10.5023074367007,0.675120717578443,"muestra_directa",TRUE,0.423139451486167,"muestra_directa",TRUE,TRUE,TRUE,"29","001","Amaxac de Guerrero"
2073,-27.0393390433676,-40.881572792475,-12.3622157059499,0.643572014138366,"muestra_directa",TRUE,0.37317862370469,"muestra_directa",TRUE,TRUE,TRUE,"29","006","Calpulalpan"
2074,-23.1953068094278,-38.5750988390056,-6.31328248578183,0.65887365119753,"sintetico_postestratificado",FALSE,0.426920583103253,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","016","Ixtenco"
2075,-23.734935209081,-38.2948751714024,-7.48523471214081,0.674247864633733,"sintetico_postestratificado",FALSE,0.436898512542923,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","049","San Damián Texóloc"
2076,-25.7360853593103,-39.6166372514681,-9.14479944960759,0.649898950092306,"muestra_directa",TRUE,0.392538096499204,"muestra_directa",TRUE,TRUE,TRUE,"29","043","Yauhquemehcan"
2077,-24.1362144325342,-36.2271005539224,-10.0110201472063,0.668757862730818,"muestra_directa",TRUE,0.427395718405476,"muestra_directa",TRUE,TRUE,TRUE,"29","013","Huamantla"
2078,-25.0209177750075,-38.8290465407173,-9.33118930730339,0.678710574848919,"muestra_directa",TRUE,0.428501397098844,"muestra_directa",TRUE,TRUE,TRUE,"29","002","Apetatitlán de Antonio Carvajal"
2079,-23.1536477147078,-38.0716219046212,-8.00045535316528,0.692028759020777,"sintetico_postestratificado",FALSE,0.4604922818737,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","005","Apizaco"
2080,-25.5208985385893,-39.5310260972185,-10.907104178185,0.641273841730721,"muestra_directa",TRUE,0.386064856344828,"muestra_directa",TRUE,TRUE,TRUE,"29","018","Contla de Juan Cuamatzi"
2081,-25.762571422811,-41.0227110826976,-10.1570574775665,0.647189805526512,"muestra_directa",TRUE,0.389564091298402,"muestra_directa",TRUE,TRUE,TRUE,"29","003","Atlangatepec"
2082,-24.6778832413889,-39.7904369940395,-10.1239419642038,0.661985046621087,"sintetico_postestratificado",FALSE,0.415206214207198,"sintetico_postestratificado",FALSE,FALSE,FALSE,"29","011","Muñoz de Domingo Arenas"
