"muni_idx","prev_ESH","prev_AHA","diferencia_pp","cve_ent","cve_mun","nomgeo"
455,0.849637595584519,0.57991684231456,-26.9720753269959,"12","014","Benito Juárez"
463,0.756968976708082,0.58931285582623,-16.7656120881852,"13","010","Atitalaquia"
466,0.666447474090739,0.431541691636692,-23.4905782454047,"13","080","Yahualica"
468,0.619145459019681,0.405888137571677,-21.3257321448004,"13","041","Mixquiahuala de Juárez"
474,0.736656014245558,0.618983111072446,-11.7672903173112,"13","018","Chapulhuacán"
475,0.698797845071472,0.459067805354541,-23.9730039716931,"13","035","Metepec"
477,0.755618486380082,0.504531736018321,-25.1086750361762,"13","037","Metztitlán"
482,0.751588103547949,0.473838152555556,-27.7749950992394,"13","024","Huasca de Ocampo"
488,0.768013903357662,0.563663113199255,-20.4350790158407,"13","008","Apan"
491,0.795680768058711,0.643869392498544,-15.1811375560167,"13","069","Tizayuca"
492,0.628751760918129,0.400126090087121,-22.8625670831008,"13","076","Tula de Allende"
495,0.718166495613623,0.389927323561034,-32.8239172052589,"13","051","Mineral de la Reforma"
498,0.728386336248613,0.440578932329198,-28.7807403919415,"13","029","Huichapan"
501,0.792715963150761,0.716812622953973,-7.59033401967876,"13","054","San Salvador"
503,0.644674343926126,0.451812060706465,-19.2862283219661,"13","006","Alfajayucan"
504,0.726078959843033,0.508902084780309,-21.7176875062723,"13","048","Pachuca de Soto"
506,0.588448516044667,0.449176920215956,-13.9271595828711,"13","027","Huehuetla"
507,0.631519589489516,0.432293569425864,-19.9226020063652,"13","028","Huejutla de Reyes"
510,0.766082954481079,0.540337475039272,-22.5745479441807,"13","063","Tepeji del Río de Ocampo"
523,0.66167965067555,0.474050988172131,-18.7628662503419,"13","046","San Felipe Orizatlán"
527,0.633267332499738,0.42545719105302,-20.7810141446718,"13","077","Tulancingo de Bravo"
530,0.555386003560909,0.336864354131159,-21.852164942975,"13","002","Acaxochitlán"
532,0.730532227812231,0.434236748169437,-29.6295479642793,"13","061","Tepeapulco"
543,0.586743074570604,0.306443857819004,-28.02992167516,"13","057","Singuilucan"
549,0.649230461234489,0.446679095043519,-20.2551366190971,"14","101","Tonalá"
559,0.662994815343198,0.412477582946897,-25.0517232396302,"14","097","Tlajomulco de Zúñiga"
570,0.659426493332721,0.464364199901198,-19.5062293431523,"14","120","Zapopan"
580,0.69852580396923,0.449583807105754,-24.8941996863476,"14","098","San Pedro Tlaquepaque"
588,0.515002286486456,0.316646842826166,-19.835544366029,"14","093","Tepatitlán de Morelos"
591,0.670724751990502,0.530594131433046,-14.0130620557455,"14","021","Casimiro Castillo"
596,0.569347328159338,0.355885680261229,-21.3461647898109,"14","044","Ixtlahuacán de los Membrillos"
597,0.685429052729556,0.513011996940499,-17.2417055789057,"14","039","Guadalajara"
603,0.699732184488666,0.465866506964734,-23.3865677523931,"14","066","Poncitlán"
607,0.736882781373526,0.563716567398772,-17.3166213974754,"14","002","Acatlán de Juárez"
616,0.670525930217385,0.490830788719301,-17.9695141498084,"14","067","Puerto Vallarta"
625,0.600770154106262,0.426223457492559,-17.4546696613703,"14","032","Chiquilistlán"
634,0.673997792194933,0.520378094119365,-15.3619698075569,"14","058","Mascota"
640,0.723559500581967,0.45919282040852,-26.4366680173447,"14","053","Lagos de Moreno"
647,0.671922034984912,0.488678202390645,-18.3243832594266,"14","046","Jalostotitlán"
662,0.591194734192107,0.421233865422824,-16.9960868769283,"14","083","Tala"
666,0.660020671139181,0.453233450339695,-20.6787220799486,"14","008","Arandas"
671,0.645341798663072,0.384962593092121,-26.0379205570951,"15","021","Coatepec Harinas"
677,0.72281279188278,0.479848308824677,-24.2964483058102,"15","068","Ozumba"
678,0.591972174727333,0.336126410945601,-25.5845763781732,"15","082","Tejupilco"
681,0.621932741154884,0.367711802837828,-25.4220938317056,"15","118","Zinacantepec"
682,0.811168222066801,0.678374902414217,-13.2793319652584,"15","094","Tepetlixpa"
683,0.654298214955377,0.481273027794738,-17.3025187160639,"15","074","San Felipe del Progreso"
688,0.674973254535547,0.444097181516265,-23.0876073019282,"15","104","Tlalnepantla de Baz"
692,0.675677043464343,0.404517461631547,-27.1159581832796,"15","025","Chalco"
694,0.687002077913159,0.345954579255612,-34.1047498657547,"15","100","Tezoyuca"
695,0.65607629249015,0.410384578324373,-24.5691714165777,"15","040","Ixtapan de la Sal"
698,0.704288611585456,0.499800779633643,-20.4487831951814,"15","109","Tultitlán"
699,0.611034306591914,0.39059655499937,-22.0437751592544,"15","012","Atizapán"
705,0.762772128956589,0.585370227389452,-17.7401901567137,"15","024","Cuautitlán"
707,0.641341489816879,0.376656317793667,-26.4685172023212,"15","007","Amanalco"
708,0.699673128713306,0.51664438616722,-18.3028742546086,"15","120","Zumpango"
709,0.587737300999762,0.37775843398068,-20.9978867019082,"15","042","Ixtlahuaca"
710,0.562944679898693,0.353589289494032,-20.9355390404661,"15","084","Temascalapa"
713,0.586965947755501,0.331549425344511,-25.541652241099,"15","020","Coacalco de Berriozábal"
718,0.685830804006191,0.454928255241668,-23.0902548764523,"15","057","Naucalpan de Juárez"
719,0.683769370713055,0.437250672302163,-24.6518698410892,"15","105","Tlatlaya"
720,0.660173600153838,0.455454717673604,-20.4718882480234,"15","106","Toluca"
724,0.50952808884449,0.278272160770177,-23.1255928074313,"15","119","Zumpahuacán"
725,0.738148239727056,0.468591231093868,-26.9557008633189,"15","081","Tecámac"
726,0.601431414666612,0.361390158658928,-24.0041256007684,"15","035","Huehuetoca"
734,0.698566551138037,0.485120296323789,-21.3446254814247,"15","051","Lerma"
736,0.669684968047945,0.447225424533397,-22.2459543514549,"15","037","Huixquilucan"
738,0.691802637931484,0.489255220169264,-20.2547417762221,"15","039","Ixtapaluca"
743,0.722896718162669,0.461190303282911,-26.1706414879758,"15","121","Cuautitlán Izcalli"
749,0.598903006282431,0.416898569451162,-18.2004436831269,"15","067","Otzolotepec"
750,0.760425822775387,0.495055559952389,-26.5370262822997,"15","088","Tenancingo"
751,0.703569760043164,0.400889987369556,-30.2679772673608,"15","070","La Paz"
759,0.699528120289291,0.423295720878709,-27.6232399410582,"15","099","Texcoco"
760,0.644789911006557,0.431432950085938,-21.3356960920619,"15","060","Nicolás Romero"
