"muni_id","prevalencia","ci_l","ci_u","n","cv_pct"
"26_018",0.799110760741899,0.551924020336567,1.04629750114723,17,15.7820029557836
"26_019",0.461855670103093,0.461855670103093,0.461855670103093,2,0
"26_025",1,1,1,1,0
"26_029",1,1,1,9,5.66440318686304e-15
"26_030",0.931616523734854,0.841232653187523,1.02200039428218,46,4.94991431475834
"26_033",1,1,1,4,0
"26_035",0.630232886694385,0.630232886694385,0.630232886694385,4,0
"26_041",1,1,1,4,2.26576127474522e-14
"26_042",1,1,1,1,0
"26_043",0.943054380090742,0.878527408428393,1.00758135175309,21,3.49098896230745
"26_047",0.90405034579301,0.90405034579301,0.90405034579301,16,0
"26_048",1,1,1,4,0
"26_055",1,1,1,13,0
"27_001",1,1,1,3,0
"27_002",0.706151573426456,0.51425375643361,0.898049390419302,26,13.864877339446
"27_004",0.925519489560649,0.832135841240648,1.01890313788065,33,5.14788927386393
"27_005",0.855512845499957,0.731826423990794,0.979199267009119,18,7.37631438597898
"27_006",0.755986760099915,0.663515345818955,0.848458174380875,17,6.24075651725095
"27_007",0.74959630072346,0.696674614431016,0.802517987015904,12,3.60205357566843
"27_008",0.856574176544734,0.726736693140698,0.986411659948769,22,7.73355253935688
"27_009",0.228000719438767,0.228000719438767,0.228000719438767,3,0
"27_010",0.631150853135621,0.631150853135621,0.631150853135621,4,8.97472158790837e-15
"27_011",0.879647258749573,0.879647258749573,0.879647258749573,7,0
"27_012",0.918150702150147,0.918150702150147,0.918150702150147,8,6.16936105761071e-15
"27_013",0.793702749966678,0.615472869587707,0.971932630345649,16,11.4568851427147
"27_016",1,1,1,3,0
"27_017",0,0,0,1,NA
"28_003",0.67766070080532,0.534684850417487,0.820636551193154,24,10.7645112599983
"28_007",0.817760438688668,0.817760438688668,0.817760438688668,6,0
