"muni_id","prevalencia","ci_l","ci_u","n","cv_pct"
"01_001",0.790535884832409,0.715074699020714,0.865997070644104,100,4.87019068263154
"01_002",1,1,1,7,5.66440318686304e-15
"01_004",1,1,1,1,0
"01_005",0.770610273855346,0.770610273855346,0.770610273855346,2,7.35054200422758e-15
"01_006",1,1,1,6,8.49660478029457e-15
"01_009",0.982439204282245,0.960434170833455,1.00444423773103,18,1.14277380555449
"02_001",1,1,1,10,0
"02_002",0.97465446409292,0.929639788583918,1.01966913960192,28,2.35639111338153
"02_003",1,1,1,7,0
"02_004",0.939426544744114,0.842237725029477,1.03661536445875,39,5.27834057754613
"02_005",0.652380197043466,0.652380197043466,0.652380197043466,6,0
"02_006",1,1,1,3,0
"03_001",0.950074387446289,0.880148208589287,1.02000056630329,39,3.75513984349294
"03_002",0.798807923830371,0.372025758792507,1.22559008886824,7,27.2588686309248
"03_003",0.851747682576309,0.679184070035233,1.02431129511739,62,10.3367066633427
"03_008",0.775661432997049,0.628733792090678,0.92258907390342,34,9.66440755026845
"04_001",0.885004867298536,0.697405530319512,1.07260420427756,6,10.8150758233051
"04_002",0.867429363541974,0.770530632643378,0.964328094440571,56,5.69938372936991
"04_003",0.833619700088139,0.70504710625589,0.962192293920388,35,7.86908732511662
"04_004",1,1,1,8,0
"04_007",1,1,1,3,0
"04_008",1,1,1,2,8.49660478029457e-15
"04_009",0.851938948101612,0.808965034441485,0.894912861761739,10,2.57359593688993
"04_011",1,1,1,6,0
"04_012",0.368925920289059,0.368925920289059,0.368925920289059,2,0
"05_002",0.698392427645512,0.685546829174608,0.711238026116416,7,0.938423229038234
"05_017",0.914642764786269,0.81505210135979,1.01423342821275,18,5.5553452045911
"05_018",1,1,1,6,0
"05_024",1,1,1,7,0
"05_025",0.517338301115378,0.517338301115378,0.517338301115378,5,2.18982556468393e-14
"05_026",1,1,1,1,0
"05_027",0.622918241642312,0.622918241642312,0.622918241642312,7,0
"05_030",0.809978743721877,0.629614764597075,0.99034272284668,21,11.3610929968526
"05_033",0.767023022523241,0.767023022523241,0.767023022523241,4,0
"05_035",0.949671443768887,0.884926652185961,1.01441623535181,25,3.4783668759133
"05_038",1,1,1,2,0
"06_001",0.666085223893202,0.666085223893202,0.666085223893202,3,0
"06_002",0.717066642050309,0.363922010075577,1.07021127402504,11,25.1267904646899
"06_003",0.9701622477742,0.921425821093659,1.01889867445474,12,2.56302735688289
"06_004",1,1,1,1,0
"06_005",1,1,1,2,0
"06_007",0.974092748356815,0.925569971054013,1.02261552565962,24,2.54149505514781
"06_008",1,1,1,1,0
"06_009",0.818933303769501,0.675303920279378,0.962562687259625,20,8.94826200885195
"06_010",0.850171645100365,0.574028838876567,1.12631445132416,14,16.5718520090427
"07_013",0.118746214866015,0.118746214866015,0.118746214866015,4,1.19254394619112e-14
"07_019",1,1,1,4,0
"07_020",0.558634033252013,0.558634033252013,0.558634033252013,2,1.01397388087662e-14
"07_027",0.854312820220158,0.854312820220158,0.854312820220158,4,6.6303619152096e-15
"07_031",0.777829368675888,0.777829368675888,0.777829368675888,8,7.28232105263093e-15
"07_039",0.516128505619597,0.516128505619597,0.516128505619597,7,0
"07_040",0.661557180530713,0.661557180530713,0.661557180530713,4,0
"07_046",1,1,1,1,0
"07_051",0,0,0,3,NA
"07_052",0.776086364587576,0.776086364587576,0.776086364587576,4,7.29867633980813e-15
"07_057",1,1,1,1,0
"07_058",0,0,0,1,NA
"07_061",1,1,1,1,0
"07_076",1,1,1,1,0
"07_078",0.287702355937762,0.287702355937762,0.287702355937762,5,0
"07_083",0,0,0,2,NA
"07_087",1,1,1,2,0
"07_089",0.578343232902361,0.578343232902361,0.578343232902361,3,0
"07_094",0.613436889102085,0.613436889102085,0.613436889102085,7,0
"07_099",0.460681253579463,0.245620955658348,0.675741551500578,5,23.8179090084378
"07_101",1,1,1,9,0
"07_103",0.286433475027876,0.286433475027876,0.286433475027876,7,9.88781633555886e-15
"07_107",0.384386429721204,0.384386429721204,0.384386429721204,3,1.47362205033394e-14
"07_108",1,1,1,1,0
"07_115",0,0,0,2,NA
"08_002",0.931573940107315,0.931573940107315,0.931573940107315,9,0
"08_004",0,0,0,1,NA
"08_006",1,1,1,1,0
"08_011",0.910703969812224,0.808525653128411,1.01288228649604,10,5.72434028559077
"08_013",1,1,1,1,0
"08_017",0.607998903205203,0.477426793393785,0.738571013016621,5,10.956997294235
"08_019",0.904810214671113,0.794662302082321,1.01495812725991,40,6.21101681600111
"08_021",0.902733543996993,0.825989939144824,0.979477148849163,17,4.33737072197582
"08_023",0.264680527304715,0.264680527304715,0.264680527304715,2,0
"08_025",1,1,1,2,0
"08_031",1,1,1,1,0
"08_032",1,1,1,9,0
"08_036",1,1,1,9,0
"08_037",0.92130313082185,0.842734808917158,0.999871452726541,51,4.35099775326314
"08_050",0.916498242540966,0.874637404511086,0.958359080570846,12,2.33034494034541
"08_052",0.739374743546858,0.739374743546858,0.739374743546858,3,1.53221441124437e-14
"08_064",1,1,1,3,0
"09_002",0.823758792803524,0.602778051436003,1.04473953417104,17,13.6866856163331
"09_003",0.871813116595173,0.602991324837124,1.14063490835322,12,15.7320385270651
"09_004",1,1,1,3,0
"09_005",0.770353944957224,0.601858301314792,0.938849588599655,55,11.1594372543212
"09_006",0.515504688382809,0.334097561052653,0.696911815712966,25,17.9541833249768
"09_007",0.700466847356797,0.365194642410843,1.03573905230275,106,24.420463019326
"09_008",0.957302163092249,0.871287531036727,1.04331679514777,19,4.58423871237293
"09_009",0.593556102213277,0.524219264721144,0.66289293970541,12,5.9599989561349
"09_010",0.859468559368214,0.693729226755257,1.02520789198117,32,9.83874082006708
"09_011",0.835161397162241,0.574430010840988,1.09589278348349,16,15.928204771299
"09_012",0.900030372312472,0.805295022336602,0.994765722288342,27,5.37030346080432
"09_013",0.611716213940533,0.295923643793197,0.927508784087869,14,26.3387915125787
"09_014",0.807237426345988,0.591358914401069,1.02311593829091,5,13.644324994896
"09_015",0.894316425457548,0.722254580324583,1.06637827059051,13,9.8160620985096
"09_016",0.943047250179596,0.8380011091697,1.04809339118949,9,5.68316909813388
"09_017",0.894931226629517,0.736510764923617,1.05335168833542,22,9.03161760048184
"10_005",0.917228751575532,0.837299606591886,0.997157896559178,56,4.44602024762261
"10_006",0.956873592522231,0.956873592522231,0.956873592522231,12,0
"10_007",0.863256343282944,0.839315393429773,0.887197293136114,26,1.41496444576332
"10_008",0.785227879506466,0.608291310421956,0.962164448590976,13,11.4965046571874
"10_012",1,1,1,26,0
"10_013",0.337981953766106,0.337981953766106,0.337981953766106,4,0
"10_016",0.897427141324693,0.897427141324693,0.897427141324693,9,1.26236502687044e-14
"10_021",0.306416238825537,0.306416238825537,0.306416238825537,2,1.84859758365749e-14
"10_022",1,1,1,3,0
"10_028",0.763828740793423,0.763828740793423,0.763828740793423,9,0
"10_032",1,1,1,1,0
"10_033",0.694807982039901,0.694807982039901,0.694807982039901,8,8.15247281735712e-15
"10_038",0.765533795283263,0.765533795283263,0.765533795283263,5,7.39928559883773e-15
"10_039",1,1,1,3,0
"11_001",0.760519733831943,0.379740814539171,1.14129865312472,5,25.545025353119
"11_002",0.833350616039269,0.669240592589806,0.997460639488732,10,10.0473440817377
"11_003",0.886278158677083,0.7554977135265,1.01705860382767,8,7.528642814933
"11_004",0.958678699717574,0.958678699717573,0.958678699717574,11,5.90855224856021e-15
"11_005",1,1,1,13,0
"11_007",0.894274020804247,0.792892934206327,0.995655107402166,37,5.78402625809192
"11_008",1,1,1,1,0
"11_009",0.600954732879125,0.348990927223786,0.852918538534464,7,21.3914551355913
"11_011",1,1,1,2,0
"11_012",1,1,1,2,8.49660478029457e-15
"11_013",0.899266853379082,0.899266853379082,0.899266853379082,7,0
"11_014",0.710288916792526,0.567623111133097,0.852954722451956,19,10.2477561786471
"11_015",0.714816208987634,0.462762172013289,0.96687024596198,23,17.9904983741805
"11_016",1,1,1,6,0
"11_017",0.489276134572853,0.19079871964177,0.787753549503935,41,31.1244274168305
"11_018",0.899831767439243,0.649996110865608,1.14966742401288,9,14.165666998398
"11_019",1,1,1,7,0
"11_020",0.742370467868927,0.611501821311615,0.873239114426238,134,8.99412362441529
"11_022",1,1,1,9,0
"11_023",0.5765473080767,0.49285520572288,0.660239410430521,17,7.4061662630565
"11_025",0.8839712240627,0.643960959481644,1.12398148864376,8,13.8527378821442
"11_026",1,1,1,2,0
"11_027",0.788127747976672,0.582579084961717,0.993676410991627,13,13.3064426564853
"11_028",0.679344953355585,0.679344953355585,0.679344953355585,6,8.33803674978971e-15
"11_029",1,1,1,2,0
"11_030",0.82922137928521,0.583490895464859,1.07495186310556,14,15.119327474984
"11_031",0.950928815973595,0.821587393194235,1.08027023875295,6,6.93958587832261
"11_032",0.522135391547308,0.454788157469808,0.589482625624807,7,6.5808283194871
"11_033",0.682491907924679,0.0818503275989984,1.28313348825036,6,44.901599905016
"11_035",1,1,1,2,0
"11_037",0.59450540444035,0.521031893441894,0.667978915438805,18,6.30549107263073
"11_039",0.91601233215407,0.91601233215407,0.916012332154071,10,1.23675260431108e-14
"11_041",0.568525010035273,0.352041403971945,0.785008616098602,11,19.4276095986019
"11_042",0.88171869450862,0.781004031666872,0.982433357350367,14,5.8278260835507
"11_043",0.322056466534018,0.322056466534018,0.322056466534018,2,0
"11_044",0.768328306020406,0.546654029838707,0.990002582202104,8,14.7201553834023
"11_046",0.760871507887981,0.369811672878357,1.15193134289761,4,26.2226042000611
"12_001",0.483748042350368,0.344588669252302,0.622907415448433,24,14.6769958607193
"12_007",0.786117155860465,0.786117155860465,0.786117155860465,6,7.2055458205373e-15
"12_011",1,1,1,2,0
"12_012",0.648363936551603,0.648363936551603,0.648363936551603,6,1.74729125650936e-14
"12_014",1,1,1,6,0
"12_027",1,1,1,9,0
"12_029",0.503729244447266,0.0601970746882008,0.947261414206332,8,44.9233245520157
"12_031",1,1,1,1,0
"12_032",0.67717306512085,0.67717306512085,0.67717306512085,8,0
"12_035",0.810840547468428,0.608892831313213,1.01278826362364,8,12.7071283473025
"12_038",1,1,1,7,0
"12_039",0.878901608235028,0.878901608235027,0.878901608235028,7,6.44486610763866e-15
"12_042",0.754158061214658,0.754158061214658,0.754158061214658,6,1.50217931178508e-14
"12_051",0.516044736101431,-0.17619361977229,1.20828309197515,4,68.44035214808
"12_053",1,1,1,1,0
"12_056",1,1,1,1,0
"12_061",0.922574251857181,0.922574251857181,0.922574251857181,6,0
"12_062",1,1,1,1,0
"12_064",0,0,0,1,NA
"12_075",0.635251812229199,0.604439993734399,0.666063630724,6,2.47465890784424
"13_006",1,1,1,5,0
"13_008",0.728542409112619,0.728542409112619,0.728542409112619,6,0
"13_010",1,1,1,6,0
"13_018",1,1,1,4,0
"13_024",0.813362348183971,0.813362348183971,0.813362348183971,4,6.96418170758728e-15
"13_027",1,1,1,4,8.49660478029457e-15
"13_028",0.761508957232927,0.761508957232926,0.761508957232927,6,7.43839338074975e-15
"13_029",1,1,1,1,0
"13_035",0.483320755657123,0.483320755657123,0.483320755657123,3,1.17197598500849e-14
"13_037",1,1,1,11,0
"13_041",0.155752213421521,0.155752213421521,0.155752213421521,3,0
"13_046",0.88792215005417,0.802566945002375,0.973277355105964,10,4.90454867055192
"13_048",0.93636842985232,0.780597161507797,1.09213969819684,9,8.48759253053901
"13_051",1,1,1,6,0
"13_054",1,1,1,3,0
"13_057",0.695775683362453,0.606473459104523,0.785077907620383,9,6.54842651227516
"13_061",1,1,1,1,0
"13_063",1,1,1,1,0
"13_069",1,1,1,4,0
"13_076",0.965463773545537,0.899452433729431,1.03147511336164,11,3.48840173303808
"13_077",0.491544893793257,-0.20120886512083,1.18429865270735,2,71.9050894083723
"13_080",1,1,1,2,0
"14_002",0.575079501717771,0.575079501717771,0.575079501717771,3,9.84977410939425e-15
"14_008",0.355071292496227,0.355071292496227,0.355071292496227,10,0
"14_021",1,1,1,3,0
"14_039",0.858088170176967,0.650984429479057,1.06519191087488,23,12.3140229055567
"14_044",1,1,1,1,0
"14_046",1,1,1,4,0
"14_053",1,1,1,3,0
"14_058",0.597877249249763,0.597877249249763,0.597877249249763,2,9.47419088779667e-15
"14_066",1,1,1,1,0
"14_067",0.6962299635817,0.396529097361095,0.995930829802304,7,21.9623706552312
"14_083",1,1,1,1,0
"14_093",0.46370002945116,0.46370002945116,0.46370002945116,2,0
"14_097",0.695954510312472,0.324219591759009,1.06768942886594,7,27.2518778053762
"14_098",0.868060387476581,0.738538457116511,0.997582317836652,14,7.61267516454102
"14_101",0.69530509321722,0.4248719335407,0.96573825289374,11,19.843965364521
"14_120",0.816284698894901,0.637365483530656,0.995203914259146,10,11.1830240215127
"15_001",0.304890277161295,0.304890277161295,0.304890277161295,7,0
"15_007",0.517372368629866,0.517372368629866,0.517372368629866,4,1.09484068541655e-14
"15_009",0.567726189833717,0.567726189833717,0.567726189833717,6,1.99547010100841e-14
"15_012",0.480027952215244,0.480027952215244,0.480027952215244,5,0
"15_013",0.894987981241736,0.721202091523792,1.06877387095968,10,9.90697887822345
"15_020",0,0,0,1,NA
"15_021",1,1,1,5,0
"15_024",1,1,1,6,0
"15_025",0.811657326085367,0.721001657603319,0.902312994567415,10,5.69857384344153
"15_026",0.221188684873221,0.221188684873221,0.221188684873221,2,0
"15_031",0.727569519975026,0.560750446922354,0.894388593027698,9,11.6980947701837
"15_033",0.645231765913742,0.333231610798225,0.95723192102926,39,24.6707866877153
"15_035",0,0,0,1,NA
"15_037",0.717246779096044,0.531336061348239,0.90315749684385,16,13.2245148780912
"15_039",0.913693806944113,0.751707479776123,1.0756801341121,13,9.04527147515688
"15_040",0.206331409495348,0.206331409495348,0.206331409495348,3,0
"15_042",0.64134552911546,0.64134552911546,0.64134552911546,2,8.83206154828171e-15
"15_051",0.835958076040526,0.835958076040526,0.835958076040526,4,0
"15_054",0.884223815271471,0.667239687761976,1.10120794278097,7,12.5201544668706
"15_057",0.929207882361672,0.780731085639977,1.07768467908337,6,8.1524779495645
"15_058",0.672742112645846,0.490543481097945,0.854940744193748,25,13.8178484349708
"15_059",0.668513290494539,0.668513290494539,0.668513290494539,4,0
"15_060",0.839946749111565,0.617875709442872,1.06201778878026,9,13.4891349923333
"15_067",0.238086995857664,0.238086995857664,0.238086995857664,3,0
"15_068",1,1,1,3,0
"15_070",0.598625277998046,0.187443967880513,1.00980658811558,7,35.0446916332377
"15_074",0.750827013367646,0.750827013367645,0.750827013367646,6,7.54421868954447e-15
"15_081",1,1,1,4,0
"15_082",0.181466423341318,0.181466423341318,0.181466423341318,3,1.56073037715879e-14
"15_084",0.451111165632244,0.451111165632244,0.451111165632244,2,0
"15_088",1,1,1,5,0
"15_092",0.180726806492431,0.180726806492431,0.180726806492431,5,7.83558800268554e-15
"15_094",0.508490808307,0.260723729022333,0.756257887591667,4,24.8601888333284
"15_095",0.440176186639042,0.440176186639042,0.440176186639042,3,1.28684907516545e-14
"15_099",1,1,1,3,0
"15_100",0.284380671365563,0.0772597933088624,0.491501549422263,5,37.1593177793813
"15_104",1,1,1,9,0
"15_105",1,1,1,9,0
"15_106",0.878855937211332,0.764048853542199,0.993663020880464,15,6.66491972213277
"15_109",0.973907310754759,0.923939555818135,1.02387506569138,23,2.61767749735124
"15_115",0.774820582745017,0.774820582745017,0.774820582745017,3,0
"15_118",0.662001358636449,0.237779290480327,1.08622342679257,12,32.6947713729333
"15_119",0,0,0,1,NA
"15_120",1,1,1,4,0
"15_121",1,1,1,12,0
"15_122",0.937258092116542,0.836709847085648,1.03780633714744,9,5.47342567082187
"16_006",1,1,1,3,5.66440318686304e-15
"16_012",0.808615370104547,0.808615370104547,0.808615370104547,7,0
"16_015",1,1,1,4,0
"16_019",1,1,1,8,0
"16_023",1,1,1,3,0
"16_029",1,1,1,5,0
"16_033",1,1,1,3,0
"16_043",0.659172616896041,0.659172616896041,0.659172616896041,4,0
"16_047",1,1,1,2,0
"16_051",1,1,1,3,0
"16_052",0.723874981410205,0.723874981410205,0.723874981410205,12,7.82511252955314e-15
"16_053",1,1,1,15,0
"16_061",1,1,1,1,0
"16_062",1,1,1,3,0
"16_068",1,1,1,5,0
"16_069",1,1,1,3,0
"16_073",1,1,1,2,0
"16_075",1,1,1,2,0
"16_082",0.803701499163792,0.497693859205906,1.10970913912168,15,19.425912117836
"16_088",0.744963721801035,0.350095446968333,1.13983199663374,5,27.0433847489684
"16_099",1,1,1,4,0
"16_102",1,1,1,6,5.66440318686304e-15
"16_107",0.469517980801733,0.469517980801733,0.469517980801733,8,6.03214724299877e-15
"16_112",0,0,0,2,NA
"17_003",0.207334536322065,0.207334536322065,0.207334536322065,3,2.73201140887796e-14
"17_004",0.617963265060295,0.46610072904771,0.76982580107288,10,12.5381054346567
"17_005",1,1,1,1,0
"17_006",0.831403839015571,0.60044833424902,1.06235934378212,15,14.1729488941194
"17_007",0.844699269962819,0.654673611603284,1.03472492832235,25,11.4776785013954
"17_008",0.850982671900133,0.655591206144458,1.04637413765581,9,11.7146361067656
"17_010",1,1,1,1,0
"17_011",0.848690802818974,0.672679400624183,1.02470220501377,21,10.5812076100492
"17_012",1,1,1,2,0
"17_015",1,1,1,2,0
"17_018",0.635177136416721,0.264613883971958,1.00574038886148,5,29.7653793030029
"17_019",0.931540976961542,0.890355611608014,0.972726342315071,10,2.25571843070622
"17_020",0.826387339568419,0.600120893121269,1.05265378601557,5,13.9694860976624
"17_024",0.816549454030986,0.674690363081599,0.958408544980373,5,8.86377265477035
"17_025",1,1,1,2,0
"17_028",0.626568844236045,0.492906206905404,0.760231481566686,9,10.8839154316755
"17_029",0.791205226473528,0.655384634164297,0.927025818782759,9,8.75831178148225
"17_031",0.75582390590234,0.712047993881328,0.799599817923353,7,2.95500695544265
"17_032",1,1,1,2,0
"17_036",1,1,1,1,0
"18_002",0.478514690550793,0.478514690550793,0.478514690550793,3,5.91873488810035e-15
"18_004",1,1,1,3,0
"18_006",0.965468592613415,0.884977444669455,1.04595974055737,16,4.25357308673735
"18_007",1,1,1,1,0
"18_008",0.598829716178182,0.322082169236915,0.875577263119449,8,23.5789447678721
"18_011",1,1,1,6,0
"18_013",1,1,1,3,0
"18_014",0.75406682530842,0.744795049676026,0.763338600940814,10,0.62733137340907
"18_015",0.731960360706759,0.671491071653874,0.792429649759644,8,4.21493836885065
"18_016",0.441998670025007,0.441998670025007,0.441998670025007,2,1.28154303870248e-14
"18_017",0.908634903241292,0.810347961556052,1.00692184492653,38,5.51887217188304
"18_020",1,1,1,7,0
"19_006",0.955990685019473,0.8777460765764,1.03423529346255,31,4.17584807247275
"19_007",0.512189930117411,0.512189930117411,0.512189930117411,5,0
"19_009",0.906232980834712,0.802473978249087,1.00999198342034,9,5.84157360688404
"19_012",0.899667384067621,0.755070487343174,1.04426428079207,19,8.20013353898395
"19_018",0.666363077163706,0.25971626835227,1.07300988597514,11,31.1351076835726
"19_019",0,0,0,1,NA
"19_021",0.900125731396448,0.791378313576612,1.00887314921628,31,6.16395848973401
"19_026",0.919074653907635,0.840833754922881,0.997315552892388,53,4.34337143809877
"19_031",0.822428536019653,0.619195920903636,1.02566115113567,17,12.6077957186291
"19_032",0.903221267088064,0.903221267088064,0.903221267088064,7,1.25426700926225e-14
"19_039",0.691499290715129,0.413011005775848,0.969987575654409,63,20.5475062043747
"19_041",0,0,0,1,NA
"19_044",1,1,1,4,0
"19_046",0.84651611630193,0.688254233183179,1.00477799942068,26,9.53860856031907
"19_047",0.648408375651494,0.648408375651494,0.648408375651494,4,0
"19_048",0.851725687855411,0.734298036138926,0.969153339571896,12,7.03419751882121
"19_049",1,1,1,7,0
"20_002",0.711079691200514,0.711079691200514,0.711079691200515,6,7.96591894967475e-15
"20_021",1,1,1,1,0
"20_023",1,1,1,2,0
"20_025",0.480696939428046,0.480696939428046,0.480696939428046,5,1.17837305009738e-14
"20_028",0.757358332320408,0.757358332320408,0.757358332320408,3,0
"20_030",0.939967409732043,0.939967409732043,0.939967409732043,5,0
"20_039",0.106060475105298,0.106060475105298,0.106060475105298,5,6.67591199883766e-15
"20_057",1,1,1,4,0
"20_067",1,1,1,4,0
"20_075",0.794970017991186,0.794970017991186,0.794970017991186,10,0
"20_076",0.594630845177176,0.594630845177176,0.594630845177176,8,9.52591550338308e-15
"20_107",1,1,1,6,0
"20_130",1,1,1,2,0
"20_134",1,1,1,1,0
"20_184",0.898341171119592,0.898341171119592,0.898341171119592,6,6.3054030795489e-15
"20_235",1,1,1,1,0
"20_258",1,1,1,2,0
"20_272",0.443117394543389,0.443117394543389,0.443117394543389,2,1.27830756738853e-14
"20_310",0.525827565082446,0.525827565082446,0.525827565082446,5,0
"20_318",1,1,1,5,8.49660478029457e-15
"20_324",0.733961851374545,0.733961851374545,0.733961851374545,3,7.7175716643241e-15
"20_339",0.810141953287267,0.810141953287267,0.810141953287268,5,1.3983730046022e-14
"20_385",0.72241317220067,0.72241317220067,0.72241317220067,3,0
"20_390",1,1,1,1,0
"20_397",0.751029336443479,0.312605488168245,1.18945318471871,4,29.7838747464099
"20_408",0.871855019707723,0.871855019707723,0.871855019707723,4,0
"20_498",0.720135586543678,0.720135586543678,0.720135586543678,4,0
"20_500",0.446105288383372,0.446105288383372,0.446105288383373,4,1.26974580538825e-14
"20_515",1,1,1,10,0
"20_516",0.703388419352159,0.703388419352159,0.703388419352159,5,8.05302309651348e-15
"20_545",0.612253484498958,0.612253484498958,0.612253484498958,9,9.25172878599221e-15
"21_010",1,1,1,2,0
"21_019",0,0,0,1,NA
"21_034",0.450504536022773,0.450504536022773,0.450504536022773,3,1.25734653792181e-14
"21_041",1,1,1,2,0
"21_043",1,1,1,3,0
"21_055",1,1,1,2,0
"21_065",0.829666173947205,0.74713092389446,0.91220142399995,8,5.07551383650379
"21_066",0.590263110351467,0.590263110351466,0.590263110351467,2,9.59640385368184e-15
"21_071",0.670914755580395,0.670914755580395,0.670914755580395,5,8.44280609384255e-15
"21_076",1,1,1,1,0
"21_085",1,1,1,2,0
"21_102",1,1,1,2,8.49660478029457e-15
"21_114",0.923898606355654,0.783421815591649,1.06437539711966,17,7.75754303875007
"21_115",0.754431917681122,0.754431917681122,0.754431917681122,4,7.50817012656831e-15
"21_126",1,1,1,2,2.26576127474522e-14
"21_132",0.73677348919722,0.73677348919722,0.736773489197221,3,1.53762405133087e-14
"21_140",0.354894121799257,0.215724375181176,0.494063868417338,6,20.0073679452179
"21_144",1,1,1,6,0
"21_147",1,1,1,2,0
"21_148",0.749624394064226,0.749624394064226,0.749624394064226,4,0
"21_156",0.927534702391418,0.801152924050851,1.05391648073198,5,6.95181527840449
"21_164",0.695843301851321,0.520864995978722,0.870821607723919,7,12.829705425898
"21_177",0.5337587415668,0.5337587415668,0.5337587415668,4,0
"21_197",1,1,1,12,0
"21_199",0.759459876260206,0.759459876260206,0.759459876260206,8,0
"21_207",1,1,1,6,0
"21_212",0.798673859410935,0.385851997849913,1.21149572097196,12,26.3716404729923
"22_001",0.814620165780576,0.637873593465712,0.991366738095441,8,11.0697999383819
"22_002",0.274233253119347,0.274233253119347,0.274233253119347,6,0
"22_004",1,1,1,3,0
"22_006",1,1,1,7,0
"22_008",0.777481794844107,0.680368068329845,0.874595521358368,12,6.37285914328944
"22_011",0.881396785520083,0.797085571901599,0.965707999138568,9,4.88042684319194
"22_012",1,1,1,2,0
"22_014",0.97800301049412,0.949685793281813,1.00632022770643,64,1.47725105620051
"22_016",0.823563565839112,0.632346420799067,1.01478071087916,22,11.8460519532785
"22_018",1,1,1,2,0
"23_001",1,1,1,3,0
"23_002",0.69674556256101,0.372736498785106,1.02075462633691,17,23.7261284042933
"23_004",0.752320568084269,0.647574564845858,0.85706657132268,20,7.10359927059157
"23_005",0.785499839929138,0.609714307894007,0.961285371964268,31,11.4177611983195
"23_006",1,1,1,2,8.49660478029457e-15
"23_007",1,1,1,2,0
"23_008",0.566560476251625,0.272169367363678,0.860951585139571,11,26.5107701025522
"23_009",0.911709903991547,0.911709903991547,0.911709903991548,4,6.21294466810526e-15
"24_003",0.892513565985401,0.892513565985401,0.892513565985402,10,6.34657376956407e-15
"24_008",0.666666666666666,0.666666666666666,0.666666666666666,2,0
"24_013",0.709340072731385,0.547640081376457,0.871040064086313,21,11.6305279739201
"24_020",1,1,1,1,0
"24_021",0.790672204672379,0.477511180919875,1.10383322842488,8,20.2076197421145
"24_025",1,1,1,8,0
"24_028",0.994292064192987,0.982412932245139,1.00617119614084,37,0.609557475545609
"24_033",1,1,1,3,0
"24_035",1,1,1,11,0
"24_037",0.719407634097186,0.556253531705981,0.88256173648839,12,11.5708931945889
"24_049",0.23494492564322,0.23494492564322,0.23494492564322,3,1.20547468121632e-14
"24_050",0.717011878634485,0.154595906796184,1.27942785047279,6,40.0198285353059
"24_052",1,1,1,3,0
"24_053",0.8795946536472,0.8795946536472,0.8795946536472,7,6.43978810395885e-15
"25_001",0.956421610419207,0.874413463240074,1.03842975759834,33,4.37473295899135
"25_002",1,1,1,9,0
"25_004",0.336372834915263,0.336372834915263,0.336372834915263,6,8.41982853384992e-15
"25_005",0.900623958288721,0.887696144124678,0.913551772452764,7,0.732361546945293
"25_006",0.876574270778108,0.740524426443014,1.0126241151132,43,7.91868848986822
"25_007",1,1,1,3,0
"25_008",0.781469327855069,0.781469327855069,0.781469327855069,5,7.24840116554589e-15
"25_009",0.796266174087014,0.796266174087014,0.796266174087014,8,1.42274113134537e-14
"25_010",1,1,1,11,0
"25_011",0.891036162954283,0.758387049077504,1.02368527683106,34,7.59544024571308
"25_012",0.870831801738863,0.775049906151541,0.966613697326186,31,5.61168229933554
"25_015",0.861989142219939,0.819005721447343,0.904972562992535,19,2.54415231544954
"25_017",1,1,1,5,8.49660478029457e-15
"25_018",1,1,1,12,0
"26_002",0.657150764630249,0.492734588292344,0.821566940968155,9,12.7650774782606
"26_014",0.716435115487853,0.716435115487852,0.716435115487853,7,1.58127458144089e-14
