"muni_idx","n","prev_sin","prev_con","dif_pp","quintil_sin","quintil_con","cambia_quintil"
85,4,0.841657324783919,0.846222574143149,0.456524935922931,3,3,FALSE
87,2,0.815066967154434,0.762409518428957,-5.26574487254772,2,2,FALSE
91,1,0.948399207733106,0.944616835333588,-0.37823723995184,5,5,FALSE
92,3,0.697171798524233,0.620125152759815,-7.7046645764418,1,1,FALSE
95,7,0.573577274044202,0.435838002152027,-13.7739271892175,1,1,FALSE
97,9,0.829809948631015,0.878370780031748,4.85608314007333,3,4,TRUE
101,1,0.942908519352155,0.920125084888938,-2.27834344632172,5,5,FALSE
105,1,0.913242702487815,0.922206346256818,0.896364376900227,5,5,FALSE
109,3,0.405358618408094,0.277872428771919,-12.7486189636175,1,1,FALSE
127,4,0.797318572037118,0.761242292998999,-3.60762790381194,2,2,FALSE
129,2,0.693340444282341,0.559940676883532,-13.339976739881,1,1,FALSE
131,3,0.683253576130878,0.644803768528381,-3.84498076024972,1,1,FALSE
133,4,0.784261331513072,0.780889275418664,-0.337205609440761,2,2,FALSE
135,1,0.950859010104006,0.94521545889096,-0.564355121304505,5,5,FALSE
148,8,0.717740796539795,0.683955583485494,-3.37852130543003,1,1,FALSE
154,1,0.764352343399446,0.670731067717551,-9.36212756818949,2,1,TRUE
156,4,0.680840955342831,0.63594931640077,-4.48916389420608,1,1,FALSE
158,7,0.788809828698217,0.710687616027978,-7.8122212670239,2,1,TRUE
159,5,0.56754864910851,0.507439955541142,-6.01086935673673,1,1,FALSE
179,4,0.715596650352249,0.542845151676513,-17.2751498675736,1,1,FALSE
182,7,0.709641433723763,0.68080819854335,-2.88332351804129,1,1,FALSE
188,5,0.763694138306213,0.654557483185212,-10.9136655121001,1,1,FALSE
191,2,0.534199018049359,0.409408987152575,-12.4790030896784,1,1,FALSE
199,1,0.932355776894285,0.923458376568148,-0.889740032613717,5,5,FALSE
201,2,0.751250520057916,0.756115229589485,0.486470953156848,1,2,TRUE
221,12,0.876741532750212,0.904449963383724,2.77084306335121,4,5,TRUE
222,1,0.951465369250727,0.961134197152634,0.966882790190726,5,5,FALSE
224,2,0.976183583534394,0.973574671662872,-0.260891187152257,5,5,FALSE
225,2,0.657621711873369,0.567157374281474,-9.04643375918948,1,1,FALSE
229,17,0.909185368033446,0.917640039212875,0.845467117942866,5,5,FALSE
231,5,0.789549296981562,0.755195684311879,-3.43536126696826,2,2,FALSE
234,3,0.827113431996309,0.812621571776651,-1.44918602196579,3,2,TRUE
235,1,0.893891275735089,0.878453278323603,-1.54379974114857,4,4,FALSE
237,10,0.906812170177423,0.910894622138677,0.408245196125401,5,5,FALSE
241,1,0.953706647852536,0.942252601027283,-1.14540468252533,5,5,FALSE
242,1,0.674388382109031,0.618022413226684,-5.63659688823472,1,1,FALSE
244,9,0.951640096489485,0.962450045867449,1.08099493779638,5,5,FALSE
259,40,0.887007261277283,0.896197643504601,0.919038222731805,4,4,FALSE
260,3,0.96645217417654,0.96763817355743,0.118599938088992,5,5,FALSE
262,51,0.885381492337095,0.908382020448278,2.30005281111837,4,5,TRUE
273,9,0.917051610037061,0.926297412216434,0.924580217937343,5,5,FALSE
275,9,0.914647186478645,0.917468428639476,0.282124216083168,5,5,FALSE
276,27,0.763902009222881,0.902415634968741,13.851362574586,1,4,TRUE
277,12,0.769131051310012,0.75978229897256,-0.934875233745236,2,2,FALSE
278,13,0.854325435645155,0.889758061448947,3.54326258037924,3,4,TRUE
279,106,0.833659190892094,0.830352408040019,-0.330678285207553,3,3,FALSE
280,19,0.810046458821893,0.881763983993386,7.17175251714925,2,4,TRUE
281,32,0.874763187315482,0.88373341721381,0.897022989832807,4,4,FALSE
282,12,0.864949586251913,0.882072689078051,1.71231028261378,4,4,FALSE
