"muni_idx","obs","pred_bym2","pred_naive","n","vecinos_retenidos","estrato_vecinos"
1932,0.555555555555556,0.684200791717852,0.646508443633044,9,3,"3+"
1933,0.333333333333333,0.625842073012497,0.646508443633044,6,1,"1-2"
1935,0.615384615384615,0.614122266396981,0.646508443633044,13,2,"1-2"
1940,0.590909090909091,0.590648402961395,0.646508443633044,44,2,"1-2"
1942,1,0.671712405096388,0.646508443633044,1,1,"1-2"
1946,0.666666666666667,0.571700416946908,0.646508443633044,3,1,"1-2"
1955,0.5,0.619246260580995,0.646508443633044,4,1,"1-2"
1966,0.875,0.632534630718439,0.646508443633044,16,1,"1-2"
1967,0.266666666666667,0.613045724609008,0.646508443633044,15,1,"1-2"
1968,0,0.645327599556255,0.646508443633044,1,0,"0"
1971,0,0.623001055976755,0.646508443633044,1,0,"0"
1983,0.538461538461538,0.64611400410377,0.646508443633044,13,5,"3+"
1984,0.333333333333333,0.603963539733418,0.646508443633044,3,3,"3+"
1985,0.333333333333333,0.690373577218216,0.646508443633044,3,1,"1-2"
1988,0.428571428571429,0.584676456804703,0.646508443633044,7,3,"3+"
1989,0.611111111111111,0.558747490443252,0.646508443633044,18,3,"3+"
1991,0.741935483870968,0.634934565137541,0.646508443633044,31,5,"3+"
1992,0.6875,0.636376215543594,0.646508443633044,16,3,"3+"
1993,0.777777777777778,0.563669176463496,0.646508443633044,9,1,"1-2"
1994,0.65,0.583850811989257,0.646508443633044,20,1,"1-2"
1995,1,0.636234785040435,0.646508443633044,1,2,"1-2"
1996,0.666666666666667,0.542354931789668,0.646508443633044,3,3,"3+"
1997,0.5,0.617397279087422,0.646508443633044,6,1,"1-2"
1998,0.384615384615385,0.629388062641965,0.646508443633044,13,3,"3+"
2000,0.588235294117647,0.652703036345907,0.646508443633044,17,3,"3+"
2001,0.375,0.652159929957204,0.646508443633044,8,1,"1-2"
2010,0.538461538461538,0.670131285333552,0.646508443633044,13,3,"3+"
2012,0.6,0.662490572881473,0.646508443633044,5,0,"0"
2014,0.6,0.722512894893185,0.646508443633044,10,1,"1-2"
2015,1,0.624261314716026,0.646508443633044,1,2,"1-2"
2016,0.6,0.567626872404396,0.646508443633044,5,2,"1-2"
2020,0.647058823529412,0.647010296822404,0.646508443633044,17,1,"1-2"
2023,1,0.730215564892963,0.646508443633044,1,1,"1-2"
2026,0.625,0.663959345776738,0.646508443633044,8,0,"0"
2030,1,0.62894425611447,0.646508443633044,1,1,"1-2"
2032,0.5,0.59456594602982,0.646508443633044,4,2,"1-2"
2038,0.571428571428571,0.714131646106529,0.646508443633044,7,2,"1-2"
2042,0.333333333333333,0.628870446286487,0.646508443633044,6,0,"0"
2043,0.25,0.625286037898901,0.646508443633044,4,3,"3+"
2046,0.777777777777778,0.720787368746166,0.646508443633044,9,4,"3+"
2048,0.666666666666667,0.644453305505809,0.646508443633044,3,1,"1-2"
2051,0.666666666666667,0.747171591050465,0.646508443633044,3,3,"3+"
2056,0.8,0.615541738250273,0.646508443633044,5,3,"3+"
2057,1,0.636732702289471,0.646508443633044,4,2,"1-2"
2058,0.571428571428571,0.591135269147932,0.646508443633044,7,1,"1-2"
2059,1,0.623204446467535,0.646508443633044,4,2,"1-2"
2062,0.75,0.608184358208551,0.646508443633044,4,4,"3+"
2066,1,0.582879986197659,0.646508443633044,1,3,"3+"
2067,0.5,0.696445513443213,0.646508443633044,2,1,"1-2"
2068,1,0.665573014981672,0.646508443633044,2,3,"3+"
2072,1,0.634324360732412,0.646508443633044,1,4,"3+"
2073,1,0.575785817261023,0.646508443633044,2,1,"1-2"
2076,0.833333333333333,0.612871634007752,0.646508443633044,6,1,"1-2"
2077,0.555555555555556,0.619817488066656,0.646508443633044,9,5,"3+"
2078,1,0.765555672806001,0.646508443633044,2,3,"3+"
2080,0,0.529035887010342,0.646508443633044,1,2,"1-2"
2081,0,0.591462992909703,0.646508443633044,1,1,"1-2"
2084,1,0.634703537713787,0.646508443633044,1,3,"3+"
2085,0.75,0.610788979048917,0.646508443633044,4,0,"0"
2088,0.7,0.618657981710127,0.646508443633044,10,1,"1-2"
2089,0.333333333333333,0.635370546546533,0.646508443633044,3,2,"1-2"
2091,1,0.684766845198706,0.646508443633044,1,1,"1-2"
2112,0.5,0.692220225808933,0.646508443633044,4,0,"0"
2113,0.4,0.593094844732998,0.646508443633044,5,0,"0"
2118,0.5,0.624779975920368,0.646508443633044,2,2,"1-2"
2123,0.333333333333333,0.64534990337759,0.646508443633044,3,1,"1-2"
2127,1,0.698900648189908,0.646508443633044,1,2,"1-2"
2134,0.5,0.601793059151469,0.646508443633044,2,1,"1-2"
2155,0.125,0.588381061296893,0.646508443633044,8,1,"1-2"
2157,1,0.654824327271895,0.646508443633044,1,2,"1-2"
2163,0.5,0.528035755121167,0.646508443633044,2,1,"1-2"
2166,1,0.71571917421064,0.646508443633044,5,2,"1-2"
2168,1,0.752323014593334,0.646508443633044,1,1,"1-2"
2169,0,0.569403147350158,0.646508443633044,2,0,"0"
2187,0.5,0.696524701596495,0.646508443633044,2,0,"0"
2202,1,0.679062557334623,0.646508443633044,3,2,"1-2"
2205,0.75,0.72562937220119,0.646508443633044,4,1,"1-2"
2214,0.75,0.567616974669733,0.646508443633044,4,1,"1-2"
2222,1,0.661943925389085,0.646508443633044,2,0,"0"
2227,1,0.715572680206461,0.646508443633044,6,2,"1-2"
2229,1,0.724211036038073,0.646508443633044,1,2,"1-2"
2233,1,0.743571666157833,0.646508443633044,3,0,"0"
2243,0,0.467374042759284,0.646508443633044,3,2,"1-2"
2250,0,0.685741892885913,0.646508443633044,1,1,"1-2"
2277,0.5,0.697219991648378,0.646508443633044,2,1,"1-2"
2280,0.866666666666667,0.62572738939384,0.646508443633044,15,2,"1-2"
2281,1,0.51747457675744,0.646508443633044,3,6,"3+"
2288,1,0.735340584624557,0.646508443633044,2,0,"0"
2291,0.75,0.66119275383809,0.646508443633044,4,1,"1-2"
2298,0.5,0.681560527537788,0.646508443633044,4,0,"0"
2299,0.4,0.679992571634687,0.646508443633044,5,2,"1-2"
2303,0.714285714285714,0.661943539797168,0.646508443633044,7,0,"0"
2307,0.666666666666667,0.547941362288718,0.646508443633044,3,0,"0"
2311,1,0.418778477241122,0.646508443633044,1,2,"1-2"
2314,0.5,0.533900056657403,0.646508443633044,10,0,"0"
2318,0.5,0.662066157969004,0.646508443633044,6,3,"3+"
2333,0.6,0.595834696433164,0.646508443633044,5,3,"3+"
2335,0,0.620944434400091,0.646508443633044,2,1,"1-2"
2348,0.638888888888889,0.664100301553885,0.646508443633044,36,2,"1-2"
2349,0.5,0.678502054049512,0.646508443633044,4,2,"1-2"
2363,0.666666666666667,0.664296946023147,0.646508443633044,3,1,"1-2"
2365,0.333333333333333,0.545252265062966,0.646508443633044,6,1,"1-2"
2374,0.333333333333333,0.604737236644943,0.646508443633044,3,2,"1-2"
2376,0.4,0.516638994149847,0.646508443633044,5,1,"1-2"
2378,0.25,0.561160822427404,0.646508443633044,4,2,"1-2"
2383,1,0.759109669669483,0.646508443633044,1,0,"0"
2385,1,0.599342867511204,0.646508443633044,1,1,"1-2"
2387,1,0.687738058233343,0.646508443633044,1,1,"1-2"
2404,0.2,0.536349133830751,0.646508443633044,5,2,"1-2"
2408,0.5,0.520145447326836,0.646508443633044,4,0,"0"
2409,0.6,0.641053209419683,0.646508443633044,5,1,"1-2"
2410,0.4,0.523018848703584,0.646508443633044,5,1,"1-2"
2414,0.5,0.487376482558494,0.646508443633044,4,1,"1-2"
2422,1,0.762197028323947,0.646508443633044,1,0,"0"
2425,0.2,0.645328674458533,0.646508443633044,5,4,"3+"
2426,1,0.554600618721483,0.646508443633044,2,4,"3+"
2428,0.6,0.591172548827042,0.646508443633044,5,2,"1-2"
2430,0.875,0.675397864744071,0.646508443633044,8,3,"3+"
2431,0.615384615384615,0.660012757557818,0.646508443633044,13,4,"3+"
2433,0.333333333333333,0.788100047892552,0.646508443633044,3,1,"1-2"
2436,1,0.651087432041829,0.646508443633044,2,4,"3+"
2439,0.666666666666667,0.61211396901273,0.646508443633044,9,0,"0"
2441,0.5,0.717912737446888,0.646508443633044,2,6,"3+"
2451,0.666666666666667,0.667380460075893,0.646508443633044,18,3,"3+"
2455,0.9,0.673351293604303,0.646508443633044,10,2,"1-2"
2463,0.545454545454545,0.673876478308103,0.646508443633044,11,2,"1-2"
2464,0.666666666666667,0.648728103835567,0.646508443633044,6,4,"3+"
2466,0.666666666666667,0.583239851907321,0.646508443633044,6,0,"0"
2467,0.75,0.60754485740608,0.646508443633044,8,2,"1-2"
2468,0.833333333333333,0.601406358232188,0.646508443633044,6,0,"0"
2469,1,0.727548675853268,0.646508443633044,5,3,"3+"
2471,0.666666666666667,0.637656193423083,0.646508443633044,6,0,"0"
2473,0.6,0.608966917824222,0.646508443633044,5,2,"1-2"
